interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss
2024-06-01T06:00:00-04:00,2024-06-01T10:00:00+00:00,2024-06-01T07:00:00-04:00,2024-06-01T11:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.66,18.74,-0.0,0.92
2024-06-01T07:00:00-04:00,2024-06-01T11:00:00+00:00,2024-06-01T08:00:00-04:00,2024-06-01T12:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.22,18.29,-0.0,0.93
2024-06-01T08:00:00-04:00,2024-06-01T12:00:00+00:00,2024-06-01T09:00:00-04:00,2024-06-01T13:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.5,18.47,-0.0,1.03
2024-06-01T09:00:00-04:00,2024-06-01T13:00:00+00:00,2024-06-01T10:00:00-04:00,2024-06-01T14:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,18.76,17.630000000000003,-0.0,1.13
2024-06-01T10:00:00-04:00,2024-06-01T14:00:00+00:00,2024-06-01T11:00:00-04:00,2024-06-01T15:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,18.65,17.38,-0.0,1.27
2024-06-01T11:00:00-04:00,2024-06-01T15:00:00+00:00,2024-06-01T12:00:00-04:00,2024-06-01T16:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,18.88,17.509999999999998,-0.0,1.37
2024-06-01T12:00:00-04:00,2024-06-01T16:00:00+00:00,2024-06-01T13:00:00-04:00,2024-06-01T17:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.33,17.919999999999998,-0.0,1.41
2024-06-01T13:00:00-04:00,2024-06-01T17:00:00+00:00,2024-06-01T14:00:00-04:00,2024-06-01T18:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.91,18.38,-0.0,1.53
2024-06-01T14:00:00-04:00,2024-06-01T18:00:00+00:00,2024-06-01T15:00:00-04:00,2024-06-01T19:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,21.15,19.54,0.01,1.6
2024-06-01T15:00:00-04:00,2024-06-01T19:00:00+00:00,2024-06-01T16:00:00-04:00,2024-06-01T20:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,21.7,19.83,0.08,1.79
2024-06-01T16:00:00-04:00,2024-06-01T20:00:00+00:00,2024-06-01T17:00:00-04:00,2024-06-01T21:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,24.55,22.29,0.25,2.01
2024-06-01T17:00:00-04:00,2024-06-01T21:00:00+00:00,2024-06-01T18:00:00-04:00,2024-06-01T22:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.94,26.700000000000003,-0.0,2.24
2024-06-01T18:00:00-04:00,2024-06-01T22:00:00+00:00,2024-06-01T19:00:00-04:00,2024-06-01T23:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,32.43,30.08,-0.0,2.35
2024-06-01T19:00:00-04:00,2024-06-01T23:00:00+00:00,2024-06-01T20:00:00-04:00,2024-06-02T00:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,33.22,30.68,-0.0,2.54
2024-06-01T20:00:00-04:00,2024-06-02T00:00:00+00:00,2024-06-01T21:00:00-04:00,2024-06-02T01:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,31.3,28.93,-0.0,2.37
2024-06-01T21:00:00-04:00,2024-06-02T01:00:00+00:00,2024-06-01T22:00:00-04:00,2024-06-02T02:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.44,26.53,-0.0,1.91
2024-06-01T22:00:00-04:00,2024-06-02T02:00:00+00:00,2024-06-01T23:00:00-04:00,2024-06-02T03:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.68,23.84,-0.0,1.84
2024-06-01T23:00:00-04:00,2024-06-02T03:00:00+00:00,2024-06-02T00:00:00-04:00,2024-06-02T04:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.01,21.57,-0.0,1.44
2024-06-02T00:00:00-04:00,2024-06-02T04:00:00+00:00,2024-06-02T01:00:00-04:00,2024-06-02T05:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,21.1,19.520000000000003,-0.0,1.58
2024-06-02T01:00:00-04:00,2024-06-02T05:00:00+00:00,2024-06-02T02:00:00-04:00,2024-06-02T06:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.28,18.040000000000003,-0.0,1.24
2024-06-02T02:00:00-04:00,2024-06-02T06:00:00+00:00,2024-06-02T03:00:00-04:00,2024-06-02T07:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,17.87,16.67,-0.0,1.2
2024-06-02T03:00:00-04:00,2024-06-02T07:00:00+00:00,2024-06-02T04:00:00-04:00,2024-06-02T08:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,17.31,16.13,-0.0,1.18
2024-06-02T04:00:00-04:00,2024-06-02T08:00:00+00:00,2024-06-02T05:00:00-04:00,2024-06-02T09:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,16.76,15.630000000000003,-0.0,1.13
2024-06-02T05:00:00-04:00,2024-06-02T09:00:00+00:00,2024-06-02T06:00:00-04:00,2024-06-02T10:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,16.88,15.759999999999998,-0.0,1.12
2024-06-02T06:00:00-04:00,2024-06-02T10:00:00+00:00,2024-06-02T07:00:00-04:00,2024-06-02T11:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,16.52,15.5,-0.0,1.02
2024-06-02T07:00:00-04:00,2024-06-02T11:00:00+00:00,2024-06-02T08:00:00-04:00,2024-06-02T12:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,16.44,15.48,-0.0,0.96
2024-06-02T08:00:00-04:00,2024-06-02T12:00:00+00:00,2024-06-02T09:00:00-04:00,2024-06-02T13:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,17.73,16.65,-0.0,1.08
2024-06-02T09:00:00-04:00,2024-06-02T13:00:00+00:00,2024-06-02T10:00:00-04:00,2024-06-02T14:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,18.9,17.86,-0.0,1.04
2024-06-02T10:00:00-04:00,2024-06-02T14:00:00+00:00,2024-06-02T11:00:00-04:00,2024-06-02T15:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.74,18.52,-0.0,1.22
2024-06-02T11:00:00-04:00,2024-06-02T15:00:00+00:00,2024-06-02T12:00:00-04:00,2024-06-02T16:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.88,18.58,-0.0,1.3
2024-06-02T12:00:00-04:00,2024-06-02T16:00:00+00:00,2024-06-02T13:00:00-04:00,2024-06-02T17:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.89,19.52,-0.0,1.37
2024-06-02T13:00:00-04:00,2024-06-02T17:00:00+00:00,2024-06-02T14:00:00-04:00,2024-06-02T18:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,22.6,20.87,-0.0,1.73
2024-06-02T14:00:00-04:00,2024-06-02T18:00:00+00:00,2024-06-02T15:00:00-04:00,2024-06-02T19:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.34,21.46,0.01,1.87
2024-06-02T15:00:00-04:00,2024-06-02T19:00:00+00:00,2024-06-02T16:00:00-04:00,2024-06-02T20:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,27.37,23.580000000000002,1.62,2.17
2024-06-02T16:00:00-04:00,2024-06-02T20:00:00+00:00,2024-06-02T17:00:00-04:00,2024-06-02T21:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,31.29,25.35,3.35,2.59
2024-06-02T17:00:00-04:00,2024-06-02T21:00:00+00:00,2024-06-02T18:00:00-04:00,2024-06-02T22:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,34.27,30.080000000000005,1.21,2.98
2024-06-02T18:00:00-04:00,2024-06-02T22:00:00+00:00,2024-06-02T19:00:00-04:00,2024-06-02T23:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,36.69,32.019999999999996,1.56,3.11
2024-06-02T19:00:00-04:00,2024-06-02T23:00:00+00:00,2024-06-02T20:00:00-04:00,2024-06-03T00:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,36.77,32.07,1.62,3.08
2024-06-02T20:00:00-04:00,2024-06-03T00:00:00+00:00,2024-06-02T21:00:00-04:00,2024-06-03T01:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,35.01,30.88,1.44,2.69
2024-06-02T21:00:00-04:00,2024-06-03T01:00:00+00:00,2024-06-02T22:00:00-04:00,2024-06-03T02:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,29.61,27.14,-0.0,2.47
2024-06-02T22:00:00-04:00,2024-06-03T02:00:00+00:00,2024-06-02T23:00:00-04:00,2024-06-03T03:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.72,24.58,-0.0,2.14
2024-06-02T23:00:00-04:00,2024-06-03T03:00:00+00:00,2024-06-03T00:00:00-04:00,2024-06-03T04:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,24.92,23.16,-0.0,1.76
2024-06-03T00:00:00-04:00,2024-06-03T04:00:00+00:00,2024-06-03T01:00:00-04:00,2024-06-03T05:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.36,21.79,-0.0,1.57
2024-06-03T01:00:00-04:00,2024-06-03T05:00:00+00:00,2024-06-03T02:00:00-04:00,2024-06-03T06:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,21.32,19.89,-0.0,1.43
2024-06-03T02:00:00-04:00,2024-06-03T06:00:00+00:00,2024-06-03T03:00:00-04:00,2024-06-03T07:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.01,18.75,-0.0,1.26
2024-06-03T03:00:00-04:00,2024-06-03T07:00:00+00:00,2024-06-03T04:00:00-04:00,2024-06-03T08:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.15,18.07,-0.0,1.08
2024-06-03T04:00:00-04:00,2024-06-03T08:00:00+00:00,2024-06-03T05:00:00-04:00,2024-06-03T09:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.19,18.05,-0.0,1.14
2024-06-03T05:00:00-04:00,2024-06-03T09:00:00+00:00,2024-06-03T06:00:00-04:00,2024-06-03T10:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.32,19.15,-0.0,1.17
2024-06-03T06:00:00-04:00,2024-06-03T10:00:00+00:00,2024-06-03T07:00:00-04:00,2024-06-03T11:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,24.84,23.3,-0.0,1.54
2024-06-03T07:00:00-04:00,2024-06-03T11:00:00+00:00,2024-06-03T08:00:00-04:00,2024-06-03T12:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.58,23.58,-0.0,2.0
2024-06-03T08:00:00-04:00,2024-06-03T12:00:00+00:00,2024-06-03T09:00:00-04:00,2024-06-03T13:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.11,23.84,-0.0,2.27
2024-06-03T09:00:00-04:00,2024-06-03T13:00:00+00:00,2024-06-03T10:00:00-04:00,2024-06-03T14:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.39,23.9,0.08,2.41
2024-06-03T10:00:00-04:00,2024-06-03T14:00:00+00:00,2024-06-03T11:00:00-04:00,2024-06-03T15:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,29.69,23.92,3.38,2.39
2024-06-03T11:00:00-04:00,2024-06-03T15:00:00+00:00,2024-06-03T12:00:00-04:00,2024-06-03T16:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,29.85,24.660000000000004,2.62,2.57
2024-06-03T12:00:00-04:00,2024-06-03T16:00:00+00:00,2024-06-03T13:00:00-04:00,2024-06-03T17:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,30.69,24.97,3.1,2.62
2024-06-03T13:00:00-04:00,2024-06-03T17:00:00+00:00,2024-06-03T14:00:00-04:00,2024-06-03T18:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,33.74,27.840000000000003,3.03,2.87
2024-06-03T14:00:00-04:00,2024-06-03T18:00:00+00:00,2024-06-03T15:00:00-04:00,2024-06-03T19:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,34.32,29.990000000000002,1.15,3.18
2024-06-03T15:00:00-04:00,2024-06-03T19:00:00+00:00,2024-06-03T16:00:00-04:00,2024-06-03T20:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,43.67,32.19,7.84,3.64
2024-06-03T16:00:00-04:00,2024-06-03T20:00:00+00:00,2024-06-03T17:00:00-04:00,2024-06-03T21:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,44.03,36.04,3.78,4.21
2024-06-03T17:00:00-04:00,2024-06-03T21:00:00+00:00,2024-06-03T18:00:00-04:00,2024-06-03T22:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,45.49,40.49,0.27,4.73
2024-06-03T18:00:00-04:00,2024-06-03T22:00:00+00:00,2024-06-03T19:00:00-04:00,2024-06-03T23:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,45.06,40.49,-0.0,4.57
2024-06-03T19:00:00-04:00,2024-06-03T23:00:00+00:00,2024-06-03T20:00:00-04:00,2024-06-04T00:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,42.8,38.699999999999996,-0.0,4.1
2024-06-03T20:00:00-04:00,2024-06-04T00:00:00+00:00,2024-06-03T21:00:00-04:00,2024-06-04T01:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,38.77,35.06,-0.0,3.71
2024-06-03T21:00:00-04:00,2024-06-04T01:00:00+00:00,2024-06-03T22:00:00-04:00,2024-06-04T02:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,35.07,31.94,-0.0,3.13
2024-06-03T22:00:00-04:00,2024-06-04T02:00:00+00:00,2024-06-03T23:00:00-04:00,2024-06-04T03:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.71,26.1,-0.0,2.61
2024-06-03T23:00:00-04:00,2024-06-04T03:00:00+00:00,2024-06-04T00:00:00-04:00,2024-06-04T04:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.62,23.68,-0.0,1.94
2024-06-04T00:00:00-04:00,2024-06-04T04:00:00+00:00,2024-06-04T01:00:00-04:00,2024-06-04T05:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.47,23.83,-0.0,1.64
2024-06-04T01:00:00-04:00,2024-06-04T05:00:00+00:00,2024-06-04T02:00:00-04:00,2024-06-04T06:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,24.14,22.77,-0.0,1.37
2024-06-04T02:00:00-04:00,2024-06-04T06:00:00+00:00,2024-06-04T03:00:00-04:00,2024-06-04T07:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.33,19.0,-0.0,1.33
2024-06-04T03:00:00-04:00,2024-06-04T07:00:00+00:00,2024-06-04T04:00:00-04:00,2024-06-04T08:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.97,18.68,-0.0,1.29
2024-06-04T04:00:00-04:00,2024-06-04T08:00:00+00:00,2024-06-04T05:00:00-04:00,2024-06-04T09:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.6,18.42,-0.0,1.18
2024-06-04T05:00:00-04:00,2024-06-04T09:00:00+00:00,2024-06-04T06:00:00-04:00,2024-06-04T10:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.81,19.54,-0.0,1.27
2024-06-04T06:00:00-04:00,2024-06-04T10:00:00+00:00,2024-06-04T07:00:00-04:00,2024-06-04T11:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,22.86,21.34,-0.0,1.52
2024-06-04T07:00:00-04:00,2024-06-04T11:00:00+00:00,2024-06-04T08:00:00-04:00,2024-06-04T12:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.19,21.310000000000002,-0.0,1.88
2024-06-04T08:00:00-04:00,2024-06-04T12:00:00+00:00,2024-06-04T09:00:00-04:00,2024-06-04T13:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,24.27,22.1,-0.0,2.17
2024-06-04T09:00:00-04:00,2024-06-04T13:00:00+00:00,2024-06-04T10:00:00-04:00,2024-06-04T14:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.35,21.42,-0.0,1.93
2024-06-04T10:00:00-04:00,2024-06-04T14:00:00+00:00,2024-06-04T11:00:00-04:00,2024-06-04T15:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.08,23.7,0.18,2.2
2024-06-04T11:00:00-04:00,2024-06-04T15:00:00+00:00,2024-06-04T12:00:00-04:00,2024-06-04T16:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.94,23.96,0.54,2.44
2024-06-04T12:00:00-04:00,2024-06-04T16:00:00+00:00,2024-06-04T13:00:00-04:00,2024-06-04T17:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.35,25.450000000000003,0.33,2.57
2024-06-04T13:00:00-04:00,2024-06-04T17:00:00+00:00,2024-06-04T14:00:00-04:00,2024-06-04T18:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,30.75,27.63,0.44,2.68
2024-06-04T14:00:00-04:00,2024-06-04T18:00:00+00:00,2024-06-04T15:00:00-04:00,2024-06-04T19:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,34.28,30.98,0.57,2.73
2024-06-04T15:00:00-04:00,2024-06-04T19:00:00+00:00,2024-06-04T16:00:00-04:00,2024-06-04T20:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,37.78,33.99,0.67,3.12
2024-06-04T16:00:00-04:00,2024-06-04T20:00:00+00:00,2024-06-04T17:00:00-04:00,2024-06-04T21:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,41.11,38.3,-0.06,2.87
2024-06-04T17:00:00-04:00,2024-06-04T21:00:00+00:00,2024-06-04T18:00:00-04:00,2024-06-04T22:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,45.52,41.84,-0.0,3.68
2024-06-04T18:00:00-04:00,2024-06-04T22:00:00+00:00,2024-06-04T19:00:00-04:00,2024-06-04T23:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,41.99,38.92,-0.0,3.07
2024-06-04T19:00:00-04:00,2024-06-04T23:00:00+00:00,2024-06-04T20:00:00-04:00,2024-06-05T00:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,39.09,36.330000000000005,-0.0,2.76
2024-06-04T20:00:00-04:00,2024-06-05T00:00:00+00:00,2024-06-04T21:00:00-04:00,2024-06-05T01:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,36.41,33.65,-0.0,2.76
2024-06-04T21:00:00-04:00,2024-06-05T01:00:00+00:00,2024-06-04T22:00:00-04:00,2024-06-05T02:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,32.64,30.39,-0.0,2.25
2024-06-04T22:00:00-04:00,2024-06-05T02:00:00+00:00,2024-06-04T23:00:00-04:00,2024-06-05T03:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.64,26.52,-0.0,2.12
2024-06-04T23:00:00-04:00,2024-06-05T03:00:00+00:00,2024-06-05T00:00:00-04:00,2024-06-05T04:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.22,24.39,-0.0,1.83
2024-06-05T00:00:00-04:00,2024-06-05T04:00:00+00:00,2024-06-05T01:00:00-04:00,2024-06-05T05:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.53,24.220000000000002,-0.0,1.31
2024-06-05T01:00:00-04:00,2024-06-05T05:00:00+00:00,2024-06-05T02:00:00-04:00,2024-06-05T06:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,22.71,21.51,-0.0,1.2
2024-06-05T02:00:00-04:00,2024-06-05T06:00:00+00:00,2024-06-05T03:00:00-04:00,2024-06-05T07:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.99,19.639999999999997,-0.0,1.35
2024-06-05T03:00:00-04:00,2024-06-05T07:00:00+00:00,2024-06-05T04:00:00-04:00,2024-06-05T08:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,19.64,18.34,-0.0,1.3
2024-06-05T04:00:00-04:00,2024-06-05T08:00:00+00:00,2024-06-05T05:00:00-04:00,2024-06-05T09:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.07,18.76,-0.0,1.31
2024-06-05T05:00:00-04:00,2024-06-05T09:00:00+00:00,2024-06-05T06:00:00-04:00,2024-06-05T10:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,20.84,19.57,-0.0,1.27
2024-06-05T06:00:00-04:00,2024-06-05T10:00:00+00:00,2024-06-05T07:00:00-04:00,2024-06-05T11:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,23.96,22.48,-0.0,1.48
2024-06-05T07:00:00-04:00,2024-06-05T11:00:00+00:00,2024-06-05T08:00:00-04:00,2024-06-05T12:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.96,24.1,-0.0,1.86
2024-06-05T08:00:00-04:00,2024-06-05T12:00:00+00:00,2024-06-05T09:00:00-04:00,2024-06-05T13:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.3,24.29,-0.0,2.01
2024-06-05T09:00:00-04:00,2024-06-05T13:00:00+00:00,2024-06-05T10:00:00-04:00,2024-06-05T14:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,25.67,23.69,0.02,1.96
2024-06-05T10:00:00-04:00,2024-06-05T14:00:00+00:00,2024-06-05T11:00:00-04:00,2024-06-05T15:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,26.84,24.42,0.1,2.32
2024-06-05T11:00:00-04:00,2024-06-05T15:00:00+00:00,2024-06-05T12:00:00-04:00,2024-06-05T16:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,28.3,24.68,1.15,2.47
2024-06-05T12:00:00-04:00,2024-06-05T16:00:00+00:00,2024-06-05T13:00:00-04:00,2024-06-05T17:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,31.12,27.990000000000002,0.42,2.71
2024-06-05T13:00:00-04:00,2024-06-05T17:00:00+00:00,2024-06-05T14:00:00-04:00,2024-06-05T18:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,33.0,29.72,0.4,2.88
2024-06-05T14:00:00-04:00,2024-06-05T18:00:00+00:00,2024-06-05T15:00:00-04:00,2024-06-05T19:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,35.14,31.84,0.37,2.93
2024-06-05T15:00:00-04:00,2024-06-05T19:00:00+00:00,2024-06-05T16:00:00-04:00,2024-06-05T20:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,39.38,32.45,3.52,3.41
2024-06-05T16:00:00-04:00,2024-06-05T20:00:00+00:00,2024-06-05T17:00:00-04:00,2024-06-05T21:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,41.93,35.83,2.34,3.76
2024-06-05T17:00:00-04:00,2024-06-05T21:00:00+00:00,2024-06-05T18:00:00-04:00,2024-06-05T22:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,46.23,40.39,1.72,4.12
2024-06-05T18:00:00-04:00,2024-06-05T22:00:00+00:00,2024-06-05T19:00:00-04:00,2024-06-05T23:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,44.12,38.949999999999996,1.51,3.66
2024-06-05T19:00:00-04:00,2024-06-05T23:00:00+00:00,2024-06-05T20:00:00-04:00,2024-06-06T00:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,41.8,37.269999999999996,1.17,3.36
2024-06-05T20:00:00-04:00,2024-06-06T00:00:00+00:00,2024-06-05T21:00:00-04:00,2024-06-06T01:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,39.32,33.78,2.4,3.14
2024-06-05T21:00:00-04:00,2024-06-06T01:00:00+00:00,2024-06-05T22:00:00-04:00,2024-06-06T02:00:00+00:00,DAY_AHEAD_HOURLY,N.Y.C.,Zone,33.09,30.180000000000003,0.19,2.72
