interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-08-09T09:00:00-05:00,2024-08-09T14:00:00+00:00,2024-08-09T10:00:00-05:00,2024-08-09T15:00:00+00:00,HB_HOUSTON,15.81
2024-08-09T10:00:00-05:00,2024-08-09T15:00:00+00:00,2024-08-09T11:00:00-05:00,2024-08-09T16:00:00+00:00,HB_HOUSTON,19.07
2024-08-09T11:00:00-05:00,2024-08-09T16:00:00+00:00,2024-08-09T12:00:00-05:00,2024-08-09T17:00:00+00:00,HB_HOUSTON,25.32
2024-08-09T12:00:00-05:00,2024-08-09T17:00:00+00:00,2024-08-09T13:00:00-05:00,2024-08-09T18:00:00+00:00,HB_HOUSTON,30.71
2024-08-09T13:00:00-05:00,2024-08-09T18:00:00+00:00,2024-08-09T14:00:00-05:00,2024-08-09T19:00:00+00:00,HB_HOUSTON,39.79
2024-08-09T14:00:00-05:00,2024-08-09T19:00:00+00:00,2024-08-09T15:00:00-05:00,2024-08-09T20:00:00+00:00,HB_HOUSTON,41.59
2024-08-09T15:00:00-05:00,2024-08-09T20:00:00+00:00,2024-08-09T16:00:00-05:00,2024-08-09T21:00:00+00:00,HB_HOUSTON,47.4
2024-08-09T16:00:00-05:00,2024-08-09T21:00:00+00:00,2024-08-09T17:00:00-05:00,2024-08-09T22:00:00+00:00,HB_HOUSTON,54.72
2024-08-09T17:00:00-05:00,2024-08-09T22:00:00+00:00,2024-08-09T18:00:00-05:00,2024-08-09T23:00:00+00:00,HB_HOUSTON,47.56
2024-08-09T18:00:00-05:00,2024-08-09T23:00:00+00:00,2024-08-09T19:00:00-05:00,2024-08-10T00:00:00+00:00,HB_HOUSTON,48.33
2024-08-09T19:00:00-05:00,2024-08-10T00:00:00+00:00,2024-08-09T20:00:00-05:00,2024-08-10T01:00:00+00:00,HB_HOUSTON,59.08
2024-08-09T20:00:00-05:00,2024-08-10T01:00:00+00:00,2024-08-09T21:00:00-05:00,2024-08-10T02:00:00+00:00,HB_HOUSTON,48.52
2024-08-09T21:00:00-05:00,2024-08-10T02:00:00+00:00,2024-08-09T22:00:00-05:00,2024-08-10T03:00:00+00:00,HB_HOUSTON,30.71
2024-08-09T22:00:00-05:00,2024-08-10T03:00:00+00:00,2024-08-09T23:00:00-05:00,2024-08-10T04:00:00+00:00,HB_HOUSTON,28.54
2024-08-09T23:00:00-05:00,2024-08-10T04:00:00+00:00,2024-08-10T00:00:00-05:00,2024-08-10T05:00:00+00:00,HB_HOUSTON,25.46
2024-08-10T00:00:00-05:00,2024-08-10T05:00:00+00:00,2024-08-10T01:00:00-05:00,2024-08-10T06:00:00+00:00,HB_HOUSTON,29.53
2024-08-10T01:00:00-05:00,2024-08-10T06:00:00+00:00,2024-08-10T02:00:00-05:00,2024-08-10T07:00:00+00:00,HB_HOUSTON,26.35
2024-08-10T02:00:00-05:00,2024-08-10T07:00:00+00:00,2024-08-10T03:00:00-05:00,2024-08-10T08:00:00+00:00,HB_HOUSTON,23.03
2024-08-10T03:00:00-05:00,2024-08-10T08:00:00+00:00,2024-08-10T04:00:00-05:00,2024-08-10T09:00:00+00:00,HB_HOUSTON,22.8
2024-08-10T04:00:00-05:00,2024-08-10T09:00:00+00:00,2024-08-10T05:00:00-05:00,2024-08-10T10:00:00+00:00,HB_HOUSTON,21.85
2024-08-10T05:00:00-05:00,2024-08-10T10:00:00+00:00,2024-08-10T06:00:00-05:00,2024-08-10T11:00:00+00:00,HB_HOUSTON,21.63
2024-08-10T06:00:00-05:00,2024-08-10T11:00:00+00:00,2024-08-10T07:00:00-05:00,2024-08-10T12:00:00+00:00,HB_HOUSTON,20.83
2024-08-10T07:00:00-05:00,2024-08-10T12:00:00+00:00,2024-08-10T08:00:00-05:00,2024-08-10T13:00:00+00:00,HB_HOUSTON,19.05
2024-08-10T08:00:00-05:00,2024-08-10T13:00:00+00:00,2024-08-10T09:00:00-05:00,2024-08-10T14:00:00+00:00,HB_HOUSTON,16.02
2024-08-10T09:00:00-05:00,2024-08-10T14:00:00+00:00,2024-08-10T10:00:00-05:00,2024-08-10T15:00:00+00:00,HB_HOUSTON,15.34
2024-08-10T10:00:00-05:00,2024-08-10T15:00:00+00:00,2024-08-10T11:00:00-05:00,2024-08-10T16:00:00+00:00,HB_HOUSTON,17.73
2024-08-10T11:00:00-05:00,2024-08-10T16:00:00+00:00,2024-08-10T12:00:00-05:00,2024-08-10T17:00:00+00:00,HB_HOUSTON,21.74
2024-08-10T12:00:00-05:00,2024-08-10T17:00:00+00:00,2024-08-10T13:00:00-05:00,2024-08-10T18:00:00+00:00,HB_HOUSTON,27.06
2024-08-10T13:00:00-05:00,2024-08-10T18:00:00+00:00,2024-08-10T14:00:00-05:00,2024-08-10T19:00:00+00:00,HB_HOUSTON,32.37
2024-08-10T14:00:00-05:00,2024-08-10T19:00:00+00:00,2024-08-10T15:00:00-05:00,2024-08-10T20:00:00+00:00,HB_HOUSTON,32.14
2024-08-10T15:00:00-05:00,2024-08-10T20:00:00+00:00,2024-08-10T16:00:00-05:00,2024-08-10T21:00:00+00:00,HB_HOUSTON,32.6
2024-08-10T16:00:00-05:00,2024-08-10T21:00:00+00:00,2024-08-10T17:00:00-05:00,2024-08-10T22:00:00+00:00,HB_HOUSTON,35.05
2024-08-10T17:00:00-05:00,2024-08-10T22:00:00+00:00,2024-08-10T18:00:00-05:00,2024-08-10T23:00:00+00:00,HB_HOUSTON,36.95
2024-08-10T18:00:00-05:00,2024-08-10T23:00:00+00:00,2024-08-10T19:00:00-05:00,2024-08-11T00:00:00+00:00,HB_HOUSTON,37.35
2024-08-10T19:00:00-05:00,2024-08-11T00:00:00+00:00,2024-08-10T20:00:00-05:00,2024-08-11T01:00:00+00:00,HB_HOUSTON,48.25
2024-08-10T20:00:00-05:00,2024-08-11T01:00:00+00:00,2024-08-10T21:00:00-05:00,2024-08-11T02:00:00+00:00,HB_HOUSTON,35.52
2024-08-10T21:00:00-05:00,2024-08-11T02:00:00+00:00,2024-08-10T22:00:00-05:00,2024-08-11T03:00:00+00:00,HB_HOUSTON,26.18
2024-08-10T22:00:00-05:00,2024-08-11T03:00:00+00:00,2024-08-10T23:00:00-05:00,2024-08-11T04:00:00+00:00,HB_HOUSTON,24.39
2024-08-10T23:00:00-05:00,2024-08-11T04:00:00+00:00,2024-08-11T00:00:00-05:00,2024-08-11T05:00:00+00:00,HB_HOUSTON,20.0
2024-08-11T00:00:00-05:00,2024-08-11T05:00:00+00:00,2024-08-11T01:00:00-05:00,2024-08-11T06:00:00+00:00,HB_HOUSTON,18.99
2024-08-11T01:00:00-05:00,2024-08-11T06:00:00+00:00,2024-08-11T02:00:00-05:00,2024-08-11T07:00:00+00:00,HB_HOUSTON,17.26
2024-08-11T02:00:00-05:00,2024-08-11T07:00:00+00:00,2024-08-11T03:00:00-05:00,2024-08-11T08:00:00+00:00,HB_HOUSTON,15.67
2024-08-11T03:00:00-05:00,2024-08-11T08:00:00+00:00,2024-08-11T04:00:00-05:00,2024-08-11T09:00:00+00:00,HB_HOUSTON,14.61
2024-08-11T04:00:00-05:00,2024-08-11T09:00:00+00:00,2024-08-11T05:00:00-05:00,2024-08-11T10:00:00+00:00,HB_HOUSTON,14.24
2024-08-11T05:00:00-05:00,2024-08-11T10:00:00+00:00,2024-08-11T06:00:00-05:00,2024-08-11T11:00:00+00:00,HB_HOUSTON,14.23
2024-08-11T06:00:00-05:00,2024-08-11T11:00:00+00:00,2024-08-11T07:00:00-05:00,2024-08-11T12:00:00+00:00,HB_HOUSTON,13.56
2024-08-11T07:00:00-05:00,2024-08-11T12:00:00+00:00,2024-08-11T08:00:00-05:00,2024-08-11T13:00:00+00:00,HB_HOUSTON,12.68
2024-08-11T08:00:00-05:00,2024-08-11T13:00:00+00:00,2024-08-11T09:00:00-05:00,2024-08-11T14:00:00+00:00,HB_HOUSTON,8.41
2024-08-11T09:00:00-05:00,2024-08-11T14:00:00+00:00,2024-08-11T10:00:00-05:00,2024-08-11T15:00:00+00:00,HB_HOUSTON,9.76
2024-08-11T10:00:00-05:00,2024-08-11T15:00:00+00:00,2024-08-11T11:00:00-05:00,2024-08-11T16:00:00+00:00,HB_HOUSTON,12.83
2024-08-11T11:00:00-05:00,2024-08-11T16:00:00+00:00,2024-08-11T12:00:00-05:00,2024-08-11T17:00:00+00:00,HB_HOUSTON,16.8
2024-08-11T12:00:00-05:00,2024-08-11T17:00:00+00:00,2024-08-11T13:00:00-05:00,2024-08-11T18:00:00+00:00,HB_HOUSTON,21.59
2024-08-11T13:00:00-05:00,2024-08-11T18:00:00+00:00,2024-08-11T14:00:00-05:00,2024-08-11T19:00:00+00:00,HB_HOUSTON,25.59
2024-08-11T14:00:00-05:00,2024-08-11T19:00:00+00:00,2024-08-11T15:00:00-05:00,2024-08-11T20:00:00+00:00,HB_HOUSTON,27.37
2024-08-11T15:00:00-05:00,2024-08-11T20:00:00+00:00,2024-08-11T16:00:00-05:00,2024-08-11T21:00:00+00:00,HB_HOUSTON,30.44
2024-08-11T16:00:00-05:00,2024-08-11T21:00:00+00:00,2024-08-11T17:00:00-05:00,2024-08-11T22:00:00+00:00,HB_HOUSTON,32.15
2024-08-11T17:00:00-05:00,2024-08-11T22:00:00+00:00,2024-08-11T18:00:00-05:00,2024-08-11T23:00:00+00:00,HB_HOUSTON,30.3
2024-08-11T18:00:00-05:00,2024-08-11T23:00:00+00:00,2024-08-11T19:00:00-05:00,2024-08-12T00:00:00+00:00,HB_HOUSTON,34.17
2024-08-11T19:00:00-05:00,2024-08-12T00:00:00+00:00,2024-08-11T20:00:00-05:00,2024-08-12T01:00:00+00:00,HB_HOUSTON,45.2
2024-08-11T20:00:00-05:00,2024-08-12T01:00:00+00:00,2024-08-11T21:00:00-05:00,2024-08-12T02:00:00+00:00,HB_HOUSTON,43.99
2024-08-11T21:00:00-05:00,2024-08-12T02:00:00+00:00,2024-08-11T22:00:00-05:00,2024-08-12T03:00:00+00:00,HB_HOUSTON,26.58
2024-08-11T22:00:00-05:00,2024-08-12T03:00:00+00:00,2024-08-11T23:00:00-05:00,2024-08-12T04:00:00+00:00,HB_HOUSTON,22.06
2024-08-11T23:00:00-05:00,2024-08-12T04:00:00+00:00,2024-08-12T00:00:00-05:00,2024-08-12T05:00:00+00:00,HB_HOUSTON,17.37
2024-08-12T00:00:00-05:00,2024-08-12T05:00:00+00:00,2024-08-12T01:00:00-05:00,2024-08-12T06:00:00+00:00,HB_HOUSTON,16.83
2024-08-12T01:00:00-05:00,2024-08-12T06:00:00+00:00,2024-08-12T02:00:00-05:00,2024-08-12T07:00:00+00:00,HB_HOUSTON,15.18
2024-08-12T02:00:00-05:00,2024-08-12T07:00:00+00:00,2024-08-12T03:00:00-05:00,2024-08-12T08:00:00+00:00,HB_HOUSTON,13.48
2024-08-12T03:00:00-05:00,2024-08-12T08:00:00+00:00,2024-08-12T04:00:00-05:00,2024-08-12T09:00:00+00:00,HB_HOUSTON,12.67
2024-08-12T04:00:00-05:00,2024-08-12T09:00:00+00:00,2024-08-12T05:00:00-05:00,2024-08-12T10:00:00+00:00,HB_HOUSTON,13.59
2024-08-12T05:00:00-05:00,2024-08-12T10:00:00+00:00,2024-08-12T06:00:00-05:00,2024-08-12T11:00:00+00:00,HB_HOUSTON,15.95
2024-08-12T06:00:00-05:00,2024-08-12T11:00:00+00:00,2024-08-12T07:00:00-05:00,2024-08-12T12:00:00+00:00,HB_HOUSTON,15.41
2024-08-12T07:00:00-05:00,2024-08-12T12:00:00+00:00,2024-08-12T08:00:00-05:00,2024-08-12T13:00:00+00:00,HB_HOUSTON,15.45
2024-08-12T08:00:00-05:00,2024-08-12T13:00:00+00:00,2024-08-12T09:00:00-05:00,2024-08-12T14:00:00+00:00,HB_HOUSTON,11.71
2024-08-12T09:00:00-05:00,2024-08-12T14:00:00+00:00,2024-08-12T10:00:00-05:00,2024-08-12T15:00:00+00:00,HB_HOUSTON,12.53
2024-08-12T10:00:00-05:00,2024-08-12T15:00:00+00:00,2024-08-12T11:00:00-05:00,2024-08-12T16:00:00+00:00,HB_HOUSTON,14.91
2024-08-12T11:00:00-05:00,2024-08-12T16:00:00+00:00,2024-08-12T12:00:00-05:00,2024-08-12T17:00:00+00:00,HB_HOUSTON,22.25
2024-08-12T12:00:00-05:00,2024-08-12T17:00:00+00:00,2024-08-12T13:00:00-05:00,2024-08-12T18:00:00+00:00,HB_HOUSTON,29.85
2024-08-12T13:00:00-05:00,2024-08-12T18:00:00+00:00,2024-08-12T14:00:00-05:00,2024-08-12T19:00:00+00:00,HB_HOUSTON,37.86
2024-08-12T14:00:00-05:00,2024-08-12T19:00:00+00:00,2024-08-12T15:00:00-05:00,2024-08-12T20:00:00+00:00,HB_HOUSTON,40.01
2024-08-12T15:00:00-05:00,2024-08-12T20:00:00+00:00,2024-08-12T16:00:00-05:00,2024-08-12T21:00:00+00:00,HB_HOUSTON,41.31
2024-08-12T16:00:00-05:00,2024-08-12T21:00:00+00:00,2024-08-12T17:00:00-05:00,2024-08-12T22:00:00+00:00,HB_HOUSTON,45.24
2024-08-12T17:00:00-05:00,2024-08-12T22:00:00+00:00,2024-08-12T18:00:00-05:00,2024-08-12T23:00:00+00:00,HB_HOUSTON,34.01
2024-08-12T18:00:00-05:00,2024-08-12T23:00:00+00:00,2024-08-12T19:00:00-05:00,2024-08-13T00:00:00+00:00,HB_HOUSTON,36.83
2024-08-12T19:00:00-05:00,2024-08-13T00:00:00+00:00,2024-08-12T20:00:00-05:00,2024-08-13T01:00:00+00:00,HB_HOUSTON,50.81
2024-08-12T20:00:00-05:00,2024-08-13T01:00:00+00:00,2024-08-12T21:00:00-05:00,2024-08-13T02:00:00+00:00,HB_HOUSTON,47.7
2024-08-12T21:00:00-05:00,2024-08-13T02:00:00+00:00,2024-08-12T22:00:00-05:00,2024-08-13T03:00:00+00:00,HB_HOUSTON,26.75
2024-08-12T22:00:00-05:00,2024-08-13T03:00:00+00:00,2024-08-12T23:00:00-05:00,2024-08-13T04:00:00+00:00,HB_HOUSTON,23.58
2024-08-12T23:00:00-05:00,2024-08-13T04:00:00+00:00,2024-08-13T00:00:00-05:00,2024-08-13T05:00:00+00:00,HB_HOUSTON,19.44
2024-08-13T00:00:00-05:00,2024-08-13T05:00:00+00:00,2024-08-13T01:00:00-05:00,2024-08-13T06:00:00+00:00,HB_HOUSTON,17.09
2024-08-13T01:00:00-05:00,2024-08-13T06:00:00+00:00,2024-08-13T02:00:00-05:00,2024-08-13T07:00:00+00:00,HB_HOUSTON,15.97
2024-08-13T02:00:00-05:00,2024-08-13T07:00:00+00:00,2024-08-13T03:00:00-05:00,2024-08-13T08:00:00+00:00,HB_HOUSTON,14.55
2024-08-13T03:00:00-05:00,2024-08-13T08:00:00+00:00,2024-08-13T04:00:00-05:00,2024-08-13T09:00:00+00:00,HB_HOUSTON,15.02
2024-08-13T04:00:00-05:00,2024-08-13T09:00:00+00:00,2024-08-13T05:00:00-05:00,2024-08-13T10:00:00+00:00,HB_HOUSTON,15.82
2024-08-13T05:00:00-05:00,2024-08-13T10:00:00+00:00,2024-08-13T06:00:00-05:00,2024-08-13T11:00:00+00:00,HB_HOUSTON,17.75
2024-08-13T06:00:00-05:00,2024-08-13T11:00:00+00:00,2024-08-13T07:00:00-05:00,2024-08-13T12:00:00+00:00,HB_HOUSTON,18.52
2024-08-13T07:00:00-05:00,2024-08-13T12:00:00+00:00,2024-08-13T08:00:00-05:00,2024-08-13T13:00:00+00:00,HB_HOUSTON,17.7
2024-08-13T08:00:00-05:00,2024-08-13T13:00:00+00:00,2024-08-13T09:00:00-05:00,2024-08-13T14:00:00+00:00,HB_HOUSTON,14.19
2024-08-13T09:00:00-05:00,2024-08-13T14:00:00+00:00,2024-08-13T10:00:00-05:00,2024-08-13T15:00:00+00:00,HB_HOUSTON,12.93
2024-08-13T10:00:00-05:00,2024-08-13T15:00:00+00:00,2024-08-13T11:00:00-05:00,2024-08-13T16:00:00+00:00,HB_HOUSTON,16.0
2024-08-13T11:00:00-05:00,2024-08-13T16:00:00+00:00,2024-08-13T12:00:00-05:00,2024-08-13T17:00:00+00:00,HB_HOUSTON,20.19
2024-08-13T12:00:00-05:00,2024-08-13T17:00:00+00:00,2024-08-13T13:00:00-05:00,2024-08-13T18:00:00+00:00,HB_HOUSTON,25.08
2024-08-13T13:00:00-05:00,2024-08-13T18:00:00+00:00,2024-08-13T14:00:00-05:00,2024-08-13T19:00:00+00:00,HB_HOUSTON,27.94
2024-08-13T14:00:00-05:00,2024-08-13T19:00:00+00:00,2024-08-13T15:00:00-05:00,2024-08-13T20:00:00+00:00,HB_HOUSTON,29.22
2024-08-13T15:00:00-05:00,2024-08-13T20:00:00+00:00,2024-08-13T16:00:00-05:00,2024-08-13T21:00:00+00:00,HB_HOUSTON,30.7
2024-08-13T16:00:00-05:00,2024-08-13T21:00:00+00:00,2024-08-13T17:00:00-05:00,2024-08-13T22:00:00+00:00,HB_HOUSTON,31.72
2024-08-13T17:00:00-05:00,2024-08-13T22:00:00+00:00,2024-08-13T18:00:00-05:00,2024-08-13T23:00:00+00:00,HB_HOUSTON,30.39
2024-08-13T18:00:00-05:00,2024-08-13T23:00:00+00:00,2024-08-13T19:00:00-05:00,2024-08-14T00:00:00+00:00,HB_HOUSTON,30.0
2024-08-13T19:00:00-05:00,2024-08-14T00:00:00+00:00,2024-08-13T20:00:00-05:00,2024-08-14T01:00:00+00:00,HB_HOUSTON,46.91
2024-08-13T20:00:00-05:00,2024-08-14T01:00:00+00:00,2024-08-13T21:00:00-05:00,2024-08-14T02:00:00+00:00,HB_HOUSTON,48.76
2024-08-13T21:00:00-05:00,2024-08-14T02:00:00+00:00,2024-08-13T22:00:00-05:00,2024-08-14T03:00:00+00:00,HB_HOUSTON,25.27
2024-08-13T22:00:00-05:00,2024-08-14T03:00:00+00:00,2024-08-13T23:00:00-05:00,2024-08-14T04:00:00+00:00,HB_HOUSTON,23.71
2024-08-13T23:00:00-05:00,2024-08-14T04:00:00+00:00,2024-08-14T00:00:00-05:00,2024-08-14T05:00:00+00:00,HB_HOUSTON,19.31
2024-08-14T00:00:00-05:00,2024-08-14T05:00:00+00:00,2024-08-14T01:00:00-05:00,2024-08-14T06:00:00+00:00,HB_HOUSTON,18.14
2024-08-14T01:00:00-05:00,2024-08-14T06:00:00+00:00,2024-08-14T02:00:00-05:00,2024-08-14T07:00:00+00:00,HB_HOUSTON,16.08
2024-08-14T02:00:00-05:00,2024-08-14T07:00:00+00:00,2024-08-14T03:00:00-05:00,2024-08-14T08:00:00+00:00,HB_HOUSTON,14.98
2024-08-14T03:00:00-05:00,2024-08-14T08:00:00+00:00,2024-08-14T04:00:00-05:00,2024-08-14T09:00:00+00:00,HB_HOUSTON,14.32
2024-08-14T04:00:00-05:00,2024-08-14T09:00:00+00:00,2024-08-14T05:00:00-05:00,2024-08-14T10:00:00+00:00,HB_HOUSTON,14.35
2024-08-14T05:00:00-05:00,2024-08-14T10:00:00+00:00,2024-08-14T06:00:00-05:00,2024-08-14T11:00:00+00:00,HB_HOUSTON,16.44
2024-08-14T06:00:00-05:00,2024-08-14T11:00:00+00:00,2024-08-14T07:00:00-05:00,2024-08-14T12:00:00+00:00,HB_HOUSTON,17.02
2024-08-14T07:00:00-05:00,2024-08-14T12:00:00+00:00,2024-08-14T08:00:00-05:00,2024-08-14T13:00:00+00:00,HB_HOUSTON,16.54
2024-08-14T08:00:00-05:00,2024-08-14T13:00:00+00:00,2024-08-14T09:00:00-05:00,2024-08-14T14:00:00+00:00,HB_HOUSTON,11.83
2024-08-14T09:00:00-05:00,2024-08-14T14:00:00+00:00,2024-08-14T10:00:00-05:00,2024-08-14T15:00:00+00:00,HB_HOUSTON,12.8
2024-08-14T10:00:00-05:00,2024-08-14T15:00:00+00:00,2024-08-14T11:00:00-05:00,2024-08-14T16:00:00+00:00,HB_HOUSTON,15.94
2024-08-14T11:00:00-05:00,2024-08-14T16:00:00+00:00,2024-08-14T12:00:00-05:00,2024-08-14T17:00:00+00:00,HB_HOUSTON,20.12
2024-08-14T12:00:00-05:00,2024-08-14T17:00:00+00:00,2024-08-14T13:00:00-05:00,2024-08-14T18:00:00+00:00,HB_HOUSTON,26.6
2024-08-14T13:00:00-05:00,2024-08-14T18:00:00+00:00,2024-08-14T14:00:00-05:00,2024-08-14T19:00:00+00:00,HB_HOUSTON,28.43
2024-08-14T14:00:00-05:00,2024-08-14T19:00:00+00:00,2024-08-14T15:00:00-05:00,2024-08-14T20:00:00+00:00,HB_HOUSTON,32.16
2024-08-14T15:00:00-05:00,2024-08-14T20:00:00+00:00,2024-08-14T16:00:00-05:00,2024-08-14T21:00:00+00:00,HB_HOUSTON,36.09
2024-08-14T16:00:00-05:00,2024-08-14T21:00:00+00:00,2024-08-14T17:00:00-05:00,2024-08-14T22:00:00+00:00,HB_HOUSTON,39.89
2024-08-14T17:00:00-05:00,2024-08-14T22:00:00+00:00,2024-08-14T18:00:00-05:00,2024-08-14T23:00:00+00:00,HB_HOUSTON,36.69
2024-08-14T18:00:00-05:00,2024-08-14T23:00:00+00:00,2024-08-14T19:00:00-05:00,2024-08-15T00:00:00+00:00,HB_HOUSTON,48.62
2024-08-14T19:00:00-05:00,2024-08-15T00:00:00+00:00,2024-08-14T20:00:00-05:00,2024-08-15T01:00:00+00:00,HB_HOUSTON,88.04
2024-08-14T20:00:00-05:00,2024-08-15T01:00:00+00:00,2024-08-14T21:00:00-05:00,2024-08-15T02:00:00+00:00,HB_HOUSTON,58.19
2024-08-14T21:00:00-05:00,2024-08-15T02:00:00+00:00,2024-08-14T22:00:00-05:00,2024-08-15T03:00:00+00:00,HB_HOUSTON,30.39
2024-08-14T22:00:00-05:00,2024-08-15T03:00:00+00:00,2024-08-14T23:00:00-05:00,2024-08-15T04:00:00+00:00,HB_HOUSTON,25.18
2024-08-14T23:00:00-05:00,2024-08-15T04:00:00+00:00,2024-08-15T00:00:00-05:00,2024-08-15T05:00:00+00:00,HB_HOUSTON,20.64
2024-08-15T00:00:00-05:00,2024-08-15T05:00:00+00:00,2024-08-15T01:00:00-05:00,2024-08-15T06:00:00+00:00,HB_HOUSTON,19.76
2024-08-15T01:00:00-05:00,2024-08-15T06:00:00+00:00,2024-08-15T02:00:00-05:00,2024-08-15T07:00:00+00:00,HB_HOUSTON,17.07
2024-08-15T02:00:00-05:00,2024-08-15T07:00:00+00:00,2024-08-15T03:00:00-05:00,2024-08-15T08:00:00+00:00,HB_HOUSTON,15.76
2024-08-15T03:00:00-05:00,2024-08-15T08:00:00+00:00,2024-08-15T04:00:00-05:00,2024-08-15T09:00:00+00:00,HB_HOUSTON,14.95
2024-08-15T04:00:00-05:00,2024-08-15T09:00:00+00:00,2024-08-15T05:00:00-05:00,2024-08-15T10:00:00+00:00,HB_HOUSTON,15.52
2024-08-15T05:00:00-05:00,2024-08-15T10:00:00+00:00,2024-08-15T06:00:00-05:00,2024-08-15T11:00:00+00:00,HB_HOUSTON,17.06
2024-08-15T06:00:00-05:00,2024-08-15T11:00:00+00:00,2024-08-15T07:00:00-05:00,2024-08-15T12:00:00+00:00,HB_HOUSTON,17.37
2024-08-15T07:00:00-05:00,2024-08-15T12:00:00+00:00,2024-08-15T08:00:00-05:00,2024-08-15T13:00:00+00:00,HB_HOUSTON,17.04
2024-08-15T08:00:00-05:00,2024-08-15T13:00:00+00:00,2024-08-15T09:00:00-05:00,2024-08-15T14:00:00+00:00,HB_HOUSTON,12.63
2024-08-15T09:00:00-05:00,2024-08-15T14:00:00+00:00,2024-08-15T10:00:00-05:00,2024-08-15T15:00:00+00:00,HB_HOUSTON,12.97
2024-08-15T10:00:00-05:00,2024-08-15T15:00:00+00:00,2024-08-15T11:00:00-05:00,2024-08-15T16:00:00+00:00,HB_HOUSTON,15.74
2024-08-15T11:00:00-05:00,2024-08-15T16:00:00+00:00,2024-08-15T12:00:00-05:00,2024-08-15T17:00:00+00:00,HB_HOUSTON,23.82
2024-08-15T12:00:00-05:00,2024-08-15T17:00:00+00:00,2024-08-15T13:00:00-05:00,2024-08-15T18:00:00+00:00,HB_HOUSTON,27.16
2024-08-15T13:00:00-05:00,2024-08-15T18:00:00+00:00,2024-08-15T14:00:00-05:00,2024-08-15T19:00:00+00:00,HB_HOUSTON,35.77
2024-08-15T14:00:00-05:00,2024-08-15T19:00:00+00:00,2024-08-15T15:00:00-05:00,2024-08-15T20:00:00+00:00,HB_HOUSTON,39.7
2024-08-15T15:00:00-05:00,2024-08-15T20:00:00+00:00,2024-08-15T16:00:00-05:00,2024-08-15T21:00:00+00:00,HB_HOUSTON,46.32
2024-08-15T16:00:00-05:00,2024-08-15T21:00:00+00:00,2024-08-15T17:00:00-05:00,2024-08-15T22:00:00+00:00,HB_HOUSTON,53.71
2024-08-15T17:00:00-05:00,2024-08-15T22:00:00+00:00,2024-08-15T18:00:00-05:00,2024-08-15T23:00:00+00:00,HB_HOUSTON,53.16
2024-08-15T18:00:00-05:00,2024-08-15T23:00:00+00:00,2024-08-15T19:00:00-05:00,2024-08-16T00:00:00+00:00,HB_HOUSTON,88.82
2024-08-15T19:00:00-05:00,2024-08-16T00:00:00+00:00,2024-08-15T20:00:00-05:00,2024-08-16T01:00:00+00:00,HB_HOUSTON,168.29
2024-08-15T20:00:00-05:00,2024-08-16T01:00:00+00:00,2024-08-15T21:00:00-05:00,2024-08-16T02:00:00+00:00,HB_HOUSTON,99.34
2024-08-15T21:00:00-05:00,2024-08-16T02:00:00+00:00,2024-08-15T22:00:00-05:00,2024-08-16T03:00:00+00:00,HB_HOUSTON,36.45
2024-08-15T22:00:00-05:00,2024-08-16T03:00:00+00:00,2024-08-15T23:00:00-05:00,2024-08-16T04:00:00+00:00,HB_HOUSTON,29.53
2024-08-15T23:00:00-05:00,2024-08-16T04:00:00+00:00,2024-08-16T00:00:00-05:00,2024-08-16T05:00:00+00:00,HB_HOUSTON,23.65
2024-08-16T00:00:00-05:00,2024-08-16T05:00:00+00:00,2024-08-16T01:00:00-05:00,2024-08-16T06:00:00+00:00,HB_HOUSTON,22.62
2024-08-16T01:00:00-05:00,2024-08-16T06:00:00+00:00,2024-08-16T02:00:00-05:00,2024-08-16T07:00:00+00:00,HB_HOUSTON,20.57
2024-08-16T02:00:00-05:00,2024-08-16T07:00:00+00:00,2024-08-16T03:00:00-05:00,2024-08-16T08:00:00+00:00,HB_HOUSTON,17.68
2024-08-16T03:00:00-05:00,2024-08-16T08:00:00+00:00,2024-08-16T04:00:00-05:00,2024-08-16T09:00:00+00:00,HB_HOUSTON,16.81
2024-08-16T04:00:00-05:00,2024-08-16T09:00:00+00:00,2024-08-16T05:00:00-05:00,2024-08-16T10:00:00+00:00,HB_HOUSTON,16.97
2024-08-16T05:00:00-05:00,2024-08-16T10:00:00+00:00,2024-08-16T06:00:00-05:00,2024-08-16T11:00:00+00:00,HB_HOUSTON,18.76
2024-08-16T06:00:00-05:00,2024-08-16T11:00:00+00:00,2024-08-16T07:00:00-05:00,2024-08-16T12:00:00+00:00,HB_HOUSTON,20.29
2024-08-16T07:00:00-05:00,2024-08-16T12:00:00+00:00,2024-08-16T08:00:00-05:00,2024-08-16T13:00:00+00:00,HB_HOUSTON,18.82
2024-08-16T08:00:00-05:00,2024-08-16T13:00:00+00:00,2024-08-16T09:00:00-05:00,2024-08-16T14:00:00+00:00,HB_HOUSTON,15.59
2024-08-16T09:00:00-05:00,2024-08-16T14:00:00+00:00,2024-08-16T10:00:00-05:00,2024-08-16T15:00:00+00:00,HB_HOUSTON,15.05
2024-08-16T10:00:00-05:00,2024-08-16T15:00:00+00:00,2024-08-16T11:00:00-05:00,2024-08-16T16:00:00+00:00,HB_HOUSTON,18.8
