timestamp,price,year,month,day,hour
2023-01-14 21:00:00,14.83,2023,1,14,21
2023-01-14 22:00:00,14.53,2023,1,14,22
2023-01-14 23:00:00,9.74,2023,1,14,23
2023-01-15 00:00:00,6.05,2023,1,15,0
2023-01-15 01:00:00,4.71,2023,1,15,1
2023-01-15 02:00:00,4.15,2023,1,15,2
2023-01-15 03:00:00,4.81,2023,1,15,3
2023-01-15 04:00:00,5.44,2023,1,15,4
2023-01-15 05:00:00,7.08,2023,1,15,5
2023-01-15 06:00:00,11.6,2023,1,15,6
2023-01-15 07:00:00,15.21,2023,1,15,7
2023-01-15 08:00:00,15.24,2023,1,15,8
2023-01-15 09:00:00,10.89,2023,1,15,9
2023-01-15 10:00:00,9.27,2023,1,15,10
2023-01-15 11:00:00,8.55,2023,1,15,11
2023-01-15 12:00:00,8.91,2023,1,15,12
2023-01-15 13:00:00,9.38,2023,1,15,13
2023-01-15 14:00:00,9.42,2023,1,15,14
2023-01-15 15:00:00,9.91,2023,1,15,15
2023-01-15 16:00:00,15.31,2023,1,15,16
2023-01-15 17:00:00,26.63,2023,1,15,17
2023-01-15 18:00:00,24.38,2023,1,15,18
2023-01-15 19:00:00,20.13,2023,1,15,19
2023-01-15 20:00:00,16.03,2023,1,15,20
2023-01-15 21:00:00,13.82,2023,1,15,21
2023-01-15 22:00:00,12.66,2023,1,15,22
2023-01-15 23:00:00,6.13,2023,1,15,23
2023-01-16 00:00:00,5.57,2023,1,16,0
2023-01-16 01:00:00,3.76,2023,1,16,1
2023-01-16 02:00:00,4.58,2023,1,16,2
2023-01-16 03:00:00,5.7,2023,1,16,3
2023-01-16 04:00:00,7.74,2023,1,16,4
2023-01-16 05:00:00,14.46,2023,1,16,5
2023-01-16 06:00:00,21.82,2023,1,16,6
2023-01-16 07:00:00,25.09,2023,1,16,7
2023-01-16 08:00:00,23.98,2023,1,16,8
2023-01-16 09:00:00,22.42,2023,1,16,9
2023-01-16 10:00:00,18.41,2023,1,16,10
2023-01-16 11:00:00,21.49,2023,1,16,11
2023-01-16 12:00:00,25.08,2023,1,16,12
2023-01-16 13:00:00,21.4,2023,1,16,13
2023-01-16 14:00:00,21.92,2023,1,16,14
2023-01-16 15:00:00,21.77,2023,1,16,15
2023-01-16 16:00:00,25.28,2023,1,16,16
2023-01-16 17:00:00,53.16,2023,1,16,17
2023-01-16 18:00:00,48.77,2023,1,16,18
2023-01-16 19:00:00,32.04,2023,1,16,19
2023-01-16 20:00:00,27.76,2023,1,16,20
2023-01-16 21:00:00,20.11,2023,1,16,21
2023-01-16 22:00:00,22.82,2023,1,16,22
2023-01-16 23:00:00,19.82,2023,1,16,23
2023-01-17 00:00:00,17.37,2023,1,17,0
2023-01-17 01:00:00,16.92,2023,1,17,1
2023-01-17 02:00:00,17.93,2023,1,17,2
2023-01-17 03:00:00,19.97,2023,1,17,3
2023-01-17 04:00:00,23.84,2023,1,17,4
2023-01-17 05:00:00,26.72,2023,1,17,5
2023-01-17 06:00:00,31.47,2023,1,17,6
2023-01-17 07:00:00,29.97,2023,1,17,7
2023-01-17 08:00:00,26.61,2023,1,17,8
2023-01-17 09:00:00,30.94,2023,1,17,9
2023-01-17 10:00:00,32.76,2023,1,17,10
2023-01-17 11:00:00,31.27,2023,1,17,11
2023-01-17 12:00:00,29.7,2023,1,17,12
2023-01-17 13:00:00,26.17,2023,1,17,13
2023-01-17 14:00:00,24.82,2023,1,17,14
2023-01-17 15:00:00,22.84,2023,1,17,15
2023-01-17 16:00:00,30.1,2023,1,17,16
2023-01-17 17:00:00,74.27,2023,1,17,17
2023-01-17 18:00:00,50.78,2023,1,17,18
2023-01-17 19:00:00,34.96,2023,1,17,19
2023-01-17 20:00:00,27.94,2023,1,17,20
2023-01-17 21:00:00,24.13,2023,1,17,21
2023-01-17 22:00:00,22.65,2023,1,17,22
2023-01-17 23:00:00,20.04,2023,1,17,23
2023-01-18 00:00:00,17.34,2023,1,18,0
2023-01-18 01:00:00,12.15,2023,1,18,1
2023-01-18 02:00:00,10.98,2023,1,18,2
2023-01-18 03:00:00,11.93,2023,1,18,3
2023-01-18 04:00:00,15.0,2023,1,18,4
2023-01-18 05:00:00,20.09,2023,1,18,5
2023-01-18 06:00:00,29.49,2023,1,18,6
2023-01-18 07:00:00,26.77,2023,1,18,7
2023-01-18 08:00:00,24.55,2023,1,18,8
2023-01-18 09:00:00,18.37,2023,1,18,9
2023-01-18 10:00:00,17.79,2023,1,18,10
2023-01-18 11:00:00,18.06,2023,1,18,11
2023-01-18 12:00:00,18.17,2023,1,18,12
2023-01-18 13:00:00,18.04,2023,1,18,13
2023-01-18 14:00:00,17.64,2023,1,18,14
2023-01-18 15:00:00,18.04,2023,1,18,15
2023-01-18 16:00:00,21.91,2023,1,18,16
2023-01-18 17:00:00,39.84,2023,1,18,17
2023-01-18 18:00:00,41.93,2023,1,18,18
2023-01-18 19:00:00,29.2,2023,1,18,19
2023-01-18 20:00:00,26.52,2023,1,18,20
2023-01-18 21:00:00,22.45,2023,1,18,21
2023-01-18 22:00:00,21.62,2023,1,18,22
2023-01-18 23:00:00,19.1,2023,1,18,23
2023-01-19 00:00:00,16.0,2023,1,19,0
2023-01-19 01:00:00,16.41,2023,1,19,1
2023-01-19 02:00:00,17.64,2023,1,19,2
2023-01-19 03:00:00,20.15,2023,1,19,3
2023-01-19 04:00:00,21.5,2023,1,19,4
2023-01-19 05:00:00,25.0,2023,1,19,5
2023-01-19 06:00:00,30.64,2023,1,19,6
2023-01-19 07:00:00,36.12,2023,1,19,7
2023-01-19 08:00:00,32.51,2023,1,19,8
2023-01-19 09:00:00,25.87,2023,1,19,9
2023-01-19 10:00:00,25.52,2023,1,19,10
2023-01-19 11:00:00,25.44,2023,1,19,11
2023-01-19 12:00:00,25.79,2023,1,19,12
2023-01-19 13:00:00,24.97,2023,1,19,13
2023-01-19 14:00:00,23.38,2023,1,19,14
2023-01-19 15:00:00,23.02,2023,1,19,15
2023-01-19 16:00:00,27.33,2023,1,19,16
2023-01-19 17:00:00,54.5,2023,1,19,17
2023-01-19 18:00:00,44.62,2023,1,19,18
2023-01-19 19:00:00,33.01,2023,1,19,19
2023-01-19 20:00:00,30.68,2023,1,19,20
2023-01-19 21:00:00,24.55,2023,1,19,21
2023-01-19 22:00:00,21.43,2023,1,19,22
2023-01-19 23:00:00,20.52,2023,1,19,23
2023-01-20 00:00:00,17.96,2023,1,20,0
2023-01-20 01:00:00,16.14,2023,1,20,1
2023-01-20 02:00:00,15.97,2023,1,20,2
2023-01-20 03:00:00,16.46,2023,1,20,3
2023-01-20 04:00:00,16.82,2023,1,20,4
