utc_ts,fuel_category,generation_mw
2024-01-10 16:45:00+00:00,wind,3059.125472
2024-01-10 17:00:00+00:00,wind,2918.280523
2024-01-10 17:15:00+00:00,wind,2687.129916
2024-01-10 17:30:00+00:00,wind,2531.592872
2024-01-10 17:45:00+00:00,wind,2465.431719
2024-01-10 18:00:00+00:00,wind,2408.402545
2024-01-10 18:15:00+00:00,wind,2427.253555
2024-01-10 18:30:00+00:00,wind,2447.155849
2024-01-10 18:45:00+00:00,wind,2451.599008
2024-01-10 19:00:00+00:00,wind,2487.92763
2024-01-10 19:15:00+00:00,wind,2537.767636
2024-01-10 19:30:00+00:00,wind,2580.214687
2024-01-10 19:45:00+00:00,wind,2633.619867
2024-01-10 20:00:00+00:00,wind,2721.213547
2024-01-10 20:15:00+00:00,wind,2886.389089
2024-01-10 20:30:00+00:00,wind,3027.81995
2024-01-10 20:45:00+00:00,wind,3084.015418
2024-01-10 21:00:00+00:00,wind,3206.423245
2024-01-10 21:15:00+00:00,wind,3321.236325
2024-01-10 21:30:00+00:00,wind,3464.120107
2024-01-10 21:45:00+00:00,wind,3578.915278
2024-01-10 22:00:00+00:00,wind,3589.508139
2024-01-10 22:15:00+00:00,wind,3572.354965
2024-01-10 22:30:00+00:00,wind,3632.328125
2024-01-10 22:45:00+00:00,wind,3703.157259
2024-01-10 23:00:00+00:00,wind,3728.166535
2024-01-10 23:15:00+00:00,wind,3774.853229
2024-01-10 23:30:00+00:00,wind,3767.789384
2024-01-10 23:45:00+00:00,wind,3748.383426
2024-01-11 00:00:00+00:00,wind,3739.40263
2024-01-11 00:15:00+00:00,wind,3784.969071
2024-01-01 00:15:00+00:00,wind,3814.359739
2024-01-01 00:30:00+00:00,wind,3736.24508
2024-01-01 00:45:00+00:00,wind,3650.104846
2024-01-01 01:00:00+00:00,wind,3604.343093
2024-01-01 01:15:00+00:00,wind,3560.797374
2024-01-01 01:30:00+00:00,wind,3472.835151
2024-01-01 01:45:00+00:00,wind,3437.564947
2024-01-01 02:00:00+00:00,wind,3407.50363
2024-01-01 02:15:00+00:00,wind,3372.950763
2024-01-01 02:30:00+00:00,wind,3270.061823
2024-01-01 02:45:00+00:00,wind,3183.2526
2024-01-01 03:00:00+00:00,wind,3127.389785
2024-01-01 03:15:00+00:00,wind,3071.437422
2024-01-01 03:30:00+00:00,wind,3028.444772
2024-01-01 03:45:00+00:00,wind,2969.994528
2024-01-01 04:00:00+00:00,wind,2889.967498
2024-01-01 04:15:00+00:00,wind,2816.61019
2024-01-01 04:30:00+00:00,wind,2742.890012
2024-01-01 04:45:00+00:00,wind,2670.282846
2024-01-01 05:00:00+00:00,wind,2553.322271
2024-01-01 05:15:00+00:00,wind,2399.521101
2024-01-01 05:30:00+00:00,wind,2225.789053
2024-01-01 05:45:00+00:00,wind,2092.279464
2024-01-01 06:00:00+00:00,wind,1977.258343
2024-01-01 06:15:00+00:00,wind,1820.470181
2024-01-01 06:30:00+00:00,wind,1703.305234
2024-01-01 06:45:00+00:00,wind,1608.231243
2024-01-01 07:00:00+00:00,wind,1509.724332
2024-01-01 07:15:00+00:00,wind,1430.364846
2024-01-01 07:30:00+00:00,wind,1334.681194
2024-01-01 07:45:00+00:00,wind,1236.32706
2024-01-01 08:00:00+00:00,wind,1158.221546
2024-01-01 08:15:00+00:00,wind,1029.063414
2024-01-01 08:30:00+00:00,wind,881.220281
2024-01-01 08:45:00+00:00,wind,745.185797
2024-01-01 09:00:00+00:00,wind,650.208583
2024-01-01 09:15:00+00:00,wind,581.273547
2024-01-01 09:30:00+00:00,wind,523.281377
2024-01-01 09:45:00+00:00,wind,475.704309
2024-01-01 10:00:00+00:00,wind,419.817697
2024-01-01 10:15:00+00:00,wind,382.826945
2024-01-01 10:30:00+00:00,wind,374.621395
2024-01-01 10:45:00+00:00,wind,376.828002
2024-01-01 11:00:00+00:00,wind,383.444533
2024-01-01 11:15:00+00:00,wind,404.156981
2024-01-01 11:30:00+00:00,wind,432.841834
2024-01-01 11:45:00+00:00,wind,458.977163
2024-01-01 12:00:00+00:00,wind,494.856366
2024-01-01 12:15:00+00:00,wind,500.690315
2024-01-01 12:30:00+00:00,wind,503.427885
2024-01-01 12:45:00+00:00,wind,498.743628
2024-01-01 13:00:00+00:00,wind,486.099852
2024-01-01 13:15:00+00:00,wind,509.556754
2024-01-01 13:30:00+00:00,wind,520.764639
2024-01-01 13:45:00+00:00,wind,510.254058
2024-01-01 14:00:00+00:00,wind,506.993417
2024-01-01 14:15:00+00:00,wind,514.037813
2024-01-01 14:30:00+00:00,wind,539.208269
2024-01-01 14:45:00+00:00,wind,554.130497
2024-01-01 15:00:00+00:00,wind,583.722548
2024-01-01 15:15:00+00:00,wind,620.881255
2024-01-01 15:30:00+00:00,wind,648.429963
2024-01-01 15:45:00+00:00,wind,708.59068
2024-01-01 16:00:00+00:00,wind,734.070128
2024-01-01 16:15:00+00:00,wind,748.77733
2024-01-01 16:30:00+00:00,wind,799.917517
2024-01-01 16:45:00+00:00,wind,879.034448
2024-01-01 17:00:00+00:00,wind,958.618369
2024-01-01 17:15:00+00:00,wind,1085.570793
2024-01-01 17:30:00+00:00,wind,1191.931007
2024-01-01 17:45:00+00:00,wind,1356.719728
2024-01-01 18:00:00+00:00,wind,1444.871426
2024-01-01 18:15:00+00:00,wind,1490.119465
2024-01-01 18:30:00+00:00,wind,1601.319148
2024-01-01 18:45:00+00:00,wind,1746.702781
2024-01-01 19:00:00+00:00,wind,1859.663184
2024-01-01 19:15:00+00:00,wind,1863.281365
2024-01-01 19:30:00+00:00,wind,1851.736765
2024-01-01 19:45:00+00:00,wind,1891.860806
2024-01-01 20:00:00+00:00,wind,1897.314088
2024-01-01 20:15:00+00:00,wind,1958.829895
2024-01-01 20:30:00+00:00,wind,1979.155234
2024-01-01 20:45:00+00:00,wind,2014.792495
2024-01-01 21:00:00+00:00,wind,2001.479588
2024-01-01 21:15:00+00:00,wind,1997.732129
2024-01-01 21:30:00+00:00,wind,2006.719062
2024-01-01 21:45:00+00:00,wind,2040.753053
2024-01-01 22:00:00+00:00,wind,2064.849383
2024-01-01 22:15:00+00:00,wind,2099.579922
2024-01-01 22:30:00+00:00,wind,2080.67998
2024-01-01 22:45:00+00:00,wind,2147.407432
2024-01-01 23:00:00+00:00,wind,2209.392467
2024-01-01 23:15:00+00:00,wind,2258.503822
2024-01-01 23:30:00+00:00,wind,2269.000172
2024-01-01 23:45:00+00:00,wind,2275.841691
2024-01-02 00:00:00+00:00,wind,2302.414292
2024-01-02 00:15:00+00:00,wind,2300.045963
2024-01-02 00:30:00+00:00,wind,2303.825519
2024-01-02 00:45:00+00:00,wind,2292.54516
2024-01-02 01:00:00+00:00,wind,2264.983027
2024-01-02 01:15:00+00:00,wind,2285.882457
2024-01-02 01:30:00+00:00,wind,2255.401066
2024-01-02 01:45:00+00:00,wind,2218.669454
2024-01-02 02:00:00+00:00,wind,2281.483572
2024-01-02 02:15:00+00:00,wind,2265.076639
2024-01-02 02:30:00+00:00,wind,2253.721605
2024-01-02 02:45:00+00:00,wind,2363.095164
2024-01-02 03:00:00+00:00,wind,2413.13366
2024-01-02 03:15:00+00:00,wind,2500.351646
2024-01-02 03:30:00+00:00,wind,2536.098693
2024-01-02 03:45:00+00:00,wind,2579.586568
2024-01-02 04:00:00+00:00,wind,2579.407473
2024-01-02 04:15:00+00:00,wind,2554.048361
2024-01-02 04:30:00+00:00,wind,2607.218365
2024-01-02 04:45:00+00:00,wind,2687.301864
2024-01-02 05:00:00+00:00,wind,2674.017382
2024-01-02 05:15:00+00:00,wind,2644.285498
2024-01-02 05:30:00+00:00,wind,2614.315368
2024-01-02 05:45:00+00:00,wind,2575.786785
2024-01-02 06:00:00+00:00,wind,2372.186429
2024-01-02 06:15:00+00:00,wind,2207.860043
2024-01-02 06:30:00+00:00,wind,2085.591057
2024-01-02 06:45:00+00:00,wind,1932.286241
2024-01-02 07:00:00+00:00,wind,1783.537293
2024-01-02 07:15:00+00:00,wind,1678.980327
2024-01-02 07:30:00+00:00,wind,1560.262657
2024-01-02 07:45:00+00:00,wind,1424.460149
2024-01-02 08:00:00+00:00,wind,1312.710657
2024-01-02 08:15:00+00:00,wind,1252.068655
2024-01-02 08:30:00+00:00,wind,1196.785218
2024-01-02 08:45:00+00:00,wind,1158.8701
2024-01-02 09:00:00+00:00,wind,1069.877017
2024-01-02 09:15:00+00:00,wind,968.629508
2024-01-02 09:30:00+00:00,wind,853.865916
2024-01-02 09:45:00+00:00,wind,785.798867
2024-01-02 10:00:00+00:00,wind,746.130754
2024-01-02 10:15:00+00:00,wind,742.591102
2024-01-02 10:30:00+00:00,wind,728.276795
2024-01-02 10:45:00+00:00,wind,774.422284
2024-01-02 11:00:00+00:00,wind,799.673244
2024-01-02 11:15:00+00:00,wind,823.826157
2024-01-02 11:30:00+00:00,wind,834.312762
2024-01-02 11:45:00+00:00,wind,835.854918
2024-01-02 12:00:00+00:00,wind,845.572053
2024-01-02 12:15:00+00:00,wind,865.265344
2024-01-02 12:30:00+00:00,wind,869.905174
2024-01-02 12:45:00+00:00,wind,901.152154
2024-01-02 13:00:00+00:00,wind,973.520286
2024-01-02 13:15:00+00:00,wind,993.631822
2024-01-02 13:30:00+00:00,wind,935.599625
2024-01-02 13:45:00+00:00,wind,923.654325
2024-01-02 14:00:00+00:00,wind,962.803553
2024-01-02 14:15:00+00:00,wind,984.934098
2024-01-02 14:30:00+00:00,wind,958.489556
2024-01-02 14:45:00+00:00,wind,1011.126276
2024-01-02 15:00:00+00:00,wind,1091.600981
2024-01-02 15:15:00+00:00,wind,1185.082626
2024-01-02 15:30:00+00:00,wind,1266.825087
2024-01-02 15:45:00+00:00,wind,1284.616465
2024-01-02 16:00:00+00:00,wind,1267.636386
2024-01-02 16:15:00+00:00,wind,1284.074877
2024-01-02 16:30:00+00:00,wind,1302.182601
2024-01-02 16:45:00+00:00,wind,1315.318001
2024-01-02 17:00:00+00:00,wind,1295.298058
2024-01-02 17:15:00+00:00,wind,1250.724966
2024-01-02 17:30:00+00:00,wind,1272.851638
2024-01-02 17:45:00+00:00,wind,1215.646132
2024-01-02 18:00:00+00:00,wind,1188.148437
2024-01-02 18:15:00+00:00,wind,1076.410925
2024-01-02 18:30:00+00:00,wind,946.196719
2024-01-02 18:45:00+00:00,wind,832.597722
2024-01-02 19:00:00+00:00,wind,748.161353
2024-01-02 19:15:00+00:00,wind,751.107597
2024-01-02 19:30:00+00:00,wind,739.021683
2024-01-02 19:45:00+00:00,wind,713.198229
2024-01-02 20:00:00+00:00,wind,690.163519
2024-01-02 20:15:00+00:00,wind,730.83048
2024-01-02 20:30:00+00:00,wind,745.804651
2024-01-02 20:45:00+00:00,wind,779.483816
2024-01-02 21:00:00+00:00,wind,784.793157
2024-01-02 21:15:00+00:00,wind,772.227996
2024-01-02 21:30:00+00:00,wind,791.822227
2024-01-02 21:45:00+00:00,wind,814.379824
2024-01-02 22:00:00+00:00,wind,806.252519
2024-01-02 22:15:00+00:00,wind,836.409452
2024-01-02 22:30:00+00:00,wind,870.034848
2024-01-02 22:45:00+00:00,wind,900.838525
2024-01-02 23:00:00+00:00,wind,922.152089
2024-01-02 23:15:00+00:00,wind,941.864473
2024-01-02 23:30:00+00:00,wind,956.041864
2024-01-02 23:45:00+00:00,wind,993.622977
2024-01-03 00:00:00+00:00,wind,1028.758861
2024-01-03 00:15:00+00:00,wind,1063.698986
2024-01-03 00:30:00+00:00,wind,1144.533525
2024-01-03 00:45:00+00:00,wind,1185.018909
2024-01-03 01:00:00+00:00,wind,1188.067755
2024-01-03 01:15:00+00:00,wind,1166.556683
2024-01-03 01:30:00+00:00,wind,1180.134003
2024-01-03 01:45:00+00:00,wind,1232.422987
2024-01-03 02:00:00+00:00,wind,1248.298398
2024-01-03 02:15:00+00:00,wind,1277.825475
2024-01-03 02:30:00+00:00,wind,1341.19065
2024-01-03 02:45:00+00:00,wind,1374.314664
2024-01-03 03:00:00+00:00,wind,1426.806516
2024-01-03 03:15:00+00:00,wind,1474.286271
2024-01-03 03:30:00+00:00,wind,1552.794512
2024-01-03 03:45:00+00:00,wind,1567.06865
2024-01-03 04:00:00+00:00,wind,1566.357332
2024-01-03 04:15:00+00:00,wind,1528.342967
2024-01-03 04:30:00+00:00,wind,1501.221665
2024-01-03 04:45:00+00:00,wind,1500.758791
2024-01-03 05:00:00+00:00,wind,1521.771256
2024-01-03 05:15:00+00:00,wind,1557.977269
2024-01-03 05:30:00+00:00,wind,1598.884518
2024-01-03 05:45:00+00:00,wind,1609.77793
2024-01-03 06:00:00+00:00,wind,1565.470186
2024-01-03 06:15:00+00:00,wind,1518.237405
2024-01-03 06:30:00+00:00,wind,1469.828469
2024-01-03 06:45:00+00:00,wind,1479.092276
2024-01-03 07:00:00+00:00,wind,1479.053573
2024-01-03 07:15:00+00:00,wind,1481.367502
2024-01-03 07:30:00+00:00,wind,1531.611039
2024-01-03 07:45:00+00:00,wind,1583.550178
2024-01-03 08:00:00+00:00,wind,1512.769851
2024-01-03 08:15:00+00:00,wind,1380.61329
2024-01-03 08:30:00+00:00,wind,1223.108462
2024-01-03 08:45:00+00:00,wind,1039.168632
2024-01-03 09:00:00+00:00,wind,1130.601984
2024-01-03 09:15:00+00:00,wind,1089.658423
2024-01-03 09:30:00+00:00,wind,1040.253957
2024-01-03 09:45:00+00:00,wind,1009.595146
2024-01-03 10:00:00+00:00,wind,998.899275
2024-01-03 10:15:00+00:00,wind,1011.672457
2024-01-03 10:30:00+00:00,wind,1015.030322
2024-01-03 10:45:00+00:00,wind,1010.137231
2024-01-03 11:00:00+00:00,wind,1002.604498
2024-01-03 11:15:00+00:00,wind,1012.075368
2024-01-03 11:30:00+00:00,wind,1013.549893
2024-01-03 11:45:00+00:00,wind,1005.863059
2024-01-03 12:00:00+00:00,wind,1004.685043
2024-01-03 12:15:00+00:00,wind,983.162769
2024-01-03 12:30:00+00:00,wind,965.822331
2024-01-03 12:45:00+00:00,wind,943.962342
2024-01-03 13:00:00+00:00,wind,925.377489
2024-01-03 13:15:00+00:00,wind,902.192552
2024-01-03 13:30:00+00:00,wind,892.579731
2024-01-03 13:45:00+00:00,wind,882.637291
2024-01-03 14:00:00+00:00,wind,871.103977
2024-01-03 14:15:00+00:00,wind,861.433379
2024-01-03 14:30:00+00:00,wind,859.124649
2024-01-03 14:45:00+00:00,wind,846.714906
2024-01-03 15:00:00+00:00,wind,834.168695
2024-01-03 15:15:00+00:00,wind,829.541666
2024-01-03 15:30:00+00:00,wind,842.329172
2024-01-03 15:45:00+00:00,wind,858.990004
2024-01-03 16:00:00+00:00,wind,902.243702
2024-01-03 16:15:00+00:00,wind,906.088881
2024-01-03 16:30:00+00:00,wind,898.850331
2024-01-03 16:45:00+00:00,wind,901.854324
2024-01-03 17:00:00+00:00,wind,905.11646
2024-01-03 17:15:00+00:00,wind,882.527286
2024-01-03 17:30:00+00:00,wind,917.801938
2024-01-03 17:45:00+00:00,wind,961.277716
2024-01-03 18:00:00+00:00,wind,1046.350067
2024-01-03 18:15:00+00:00,wind,1115.998724
2024-01-03 18:30:00+00:00,wind,1232.682678
2024-01-03 18:45:00+00:00,wind,1322.153454
2024-01-03 19:00:00+00:00,wind,1410.98147
2024-01-03 19:15:00+00:00,wind,1525.264224
2024-01-03 19:30:00+00:00,wind,1701.596533
2024-01-03 19:45:00+00:00,wind,1833.4047
2024-01-03 20:00:00+00:00,wind,1890.881758
2024-01-03 20:15:00+00:00,wind,1988.52689
2024-01-03 20:30:00+00:00,wind,2107.416589
2024-01-03 20:45:00+00:00,wind,2191.431192
2024-01-03 21:00:00+00:00,wind,2240.473731
2024-01-03 21:15:00+00:00,wind,2338.638963
2024-01-03 21:30:00+00:00,wind,2431.860303
2024-01-03 21:45:00+00:00,wind,2498.426779
2024-01-03 22:00:00+00:00,wind,2539.332981
2024-01-03 22:15:00+00:00,wind,2561.979101
2024-01-03 22:30:00+00:00,wind,2580.277624
2024-01-03 22:45:00+00:00,wind,2625.940487
2024-01-03 23:00:00+00:00,wind,2605.878864
2024-01-03 23:15:00+00:00,wind,2607.41294
2024-01-03 23:30:00+00:00,wind,2609.792141
2024-01-03 23:45:00+00:00,wind,2573.890393
2024-01-04 00:00:00+00:00,wind,2536.429965
2024-01-04 00:15:00+00:00,wind,2498.233142
2024-01-04 00:30:00+00:00,wind,2493.269913
2024-01-04 00:45:00+00:00,wind,2476.443902
2024-01-04 01:00:00+00:00,wind,2418.057419
2024-01-04 01:15:00+00:00,wind,2401.809644
2024-01-04 01:30:00+00:00,wind,2355.115944
2024-01-04 01:45:00+00:00,wind,2306.569645
2024-01-04 02:00:00+00:00,wind,2276.895747
2024-01-04 02:15:00+00:00,wind,2258.858005
2024-01-04 02:30:00+00:00,wind,2233.71364
2024-01-04 02:45:00+00:00,wind,2203.675731
2024-01-04 03:00:00+00:00,wind,2101.175946
2024-01-04 03:15:00+00:00,wind,2047.977354
2024-01-04 03:30:00+00:00,wind,2011.706392
2024-01-04 03:45:00+00:00,wind,1961.967521
2024-01-04 04:00:00+00:00,wind,1943.494564
2024-01-04 04:15:00+00:00,wind,1980.577979
2024-01-04 04:30:00+00:00,wind,2021.35488
2024-01-04 04:45:00+00:00,wind,2017.597747
2024-01-04 05:00:00+00:00,wind,1974.462478
2024-01-04 05:15:00+00:00,wind,1979.500626
2024-01-04 05:30:00+00:00,wind,2041.343668
2024-01-04 05:45:00+00:00,wind,2096.021641
2024-01-04 06:00:00+00:00,wind,2173.469828
2024-01-04 06:15:00+00:00,wind,2251.893786
2024-01-04 06:30:00+00:00,wind,2345.780032
2024-01-04 06:45:00+00:00,wind,2507.350255
2024-01-04 07:00:00+00:00,wind,2661.123015
2024-01-04 07:15:00+00:00,wind,2906.680207
2024-01-04 07:30:00+00:00,wind,3151.005019
2024-01-04 07:45:00+00:00,wind,3334.905196
2024-01-04 08:00:00+00:00,wind,3469.994203
2024-01-04 08:15:00+00:00,wind,3632.500079
2024-01-04 08:30:00+00:00,wind,3826.78068
2024-01-04 08:45:00+00:00,wind,3968.300207
2024-01-04 09:00:00+00:00,wind,4054.036115
2024-01-04 09:15:00+00:00,wind,4055.043463
2024-01-04 09:30:00+00:00,wind,4147.585692
2024-01-04 09:45:00+00:00,wind,4188.916886
2024-01-04 10:00:00+00:00,wind,4210.727887
2024-01-04 10:15:00+00:00,wind,4289.713914
2024-01-04 10:30:00+00:00,wind,4363.662602
2024-01-04 10:45:00+00:00,wind,4372.723433
2024-01-04 11:00:00+00:00,wind,4399.750395
2024-01-04 11:15:00+00:00,wind,4415.57524
2024-01-04 11:30:00+00:00,wind,4520.510738
2024-01-04 11:45:00+00:00,wind,4612.099065
2024-01-04 12:00:00+00:00,wind,4631.392234
2024-01-04 12:15:00+00:00,wind,4625.046064
2024-01-04 12:30:00+00:00,wind,4648.888318
2024-01-04 12:45:00+00:00,wind,4696.876502
2024-01-04 13:00:00+00:00,wind,4731.379288
2024-01-04 13:15:00+00:00,wind,4815.673892
2024-01-04 13:30:00+00:00,wind,4908.243676
2024-01-11 00:30:00+00:00,wind,3846.948927
2024-01-04 13:45:00+00:00,wind,4951.953512
2024-01-04 14:00:00+00:00,wind,4994.002672
2024-01-04 14:15:00+00:00,wind,5055.18151
2024-01-04 14:30:00+00:00,wind,5116.663892
2024-01-04 14:45:00+00:00,wind,5017.282725
2024-01-04 15:00:00+00:00,wind,4817.858318
2024-01-04 15:15:00+00:00,wind,4619.182415
2024-01-04 15:30:00+00:00,wind,4434.440683
2024-01-04 15:45:00+00:00,wind,4214.956726
2024-01-04 16:00:00+00:00,wind,3937.471585
2024-01-04 16:15:00+00:00,wind,3687.561448
2024-01-04 16:30:00+00:00,wind,3469.714689
2024-01-04 16:45:00+00:00,wind,3242.889623
2024-01-04 17:00:00+00:00,wind,3106.018788
2024-01-04 17:15:00+00:00,wind,2928.608395
2024-01-04 17:30:00+00:00,wind,2790.812523
2024-01-04 17:45:00+00:00,wind,2694.089887
2024-01-04 18:00:00+00:00,wind,2656.043734
2024-01-04 18:15:00+00:00,wind,2831.084454
2024-01-04 18:30:00+00:00,wind,2917.304928
2024-01-04 18:45:00+00:00,wind,2956.929748
2024-01-04 19:00:00+00:00,wind,3056.43008
2024-01-04 19:15:00+00:00,wind,3146.560259
2024-01-04 19:30:00+00:00,wind,3245.84867
2024-01-04 19:45:00+00:00,wind,3359.331955
2024-01-04 20:00:00+00:00,wind,3432.056317
2024-01-04 20:15:00+00:00,wind,3461.345645
2024-01-04 20:30:00+00:00,wind,3591.927079
2024-01-04 20:45:00+00:00,wind,3565.989116
2024-01-04 21:00:00+00:00,wind,3588.683853
2024-01-04 21:15:00+00:00,wind,3597.545094
2024-01-04 21:30:00+00:00,wind,3679.180943
2024-01-04 21:45:00+00:00,wind,3771.907531
2024-01-04 22:00:00+00:00,wind,3798.187651
2024-01-04 22:15:00+00:00,wind,3892.452995
2024-01-04 22:30:00+00:00,wind,3870.859656
2024-01-04 22:45:00+00:00,wind,3784.855346
2024-01-04 23:00:00+00:00,wind,3683.347588
2024-01-04 23:15:00+00:00,wind,3607.1179
2024-01-04 23:30:00+00:00,wind,3622.640128
2024-01-04 23:45:00+00:00,wind,3693.868273
2024-01-05 00:00:00+00:00,wind,3729.701567
2024-01-05 00:15:00+00:00,wind,3704.582644
2024-01-05 00:30:00+00:00,wind,3695.921407
2024-01-05 00:45:00+00:00,wind,3668.517503
2024-01-05 01:00:00+00:00,wind,3733.13689
2024-01-05 01:15:00+00:00,wind,3763.930749
2024-01-05 01:30:00+00:00,wind,3790.503951
2024-01-05 01:45:00+00:00,wind,3808.175149
2024-01-05 02:00:00+00:00,wind,3901.567149
2024-01-05 02:15:00+00:00,wind,3936.877974
2024-01-05 02:30:00+00:00,wind,3978.521905
2024-01-05 02:45:00+00:00,wind,4024.995344
