date,hour,avg_price,min_price,max_price,median_price,hourly_count
2024-06-01,0,24.79,24.79,24.79,24.79,1
2024-06-01,1,20.7,20.7,20.7,20.7,1
2024-06-01,2,21.85,21.85,21.85,21.85,1
2024-06-01,3,22.15,22.15,22.15,22.15,1
2024-06-01,4,23.36,23.36,23.36,23.36,1
2024-06-01,5,25.1,25.1,25.1,25.1,1
2024-06-01,6,24.39,24.39,24.39,24.39,1
2024-06-01,7,20.27,20.27,20.27,20.27,1
2024-06-01,8,19.56,19.56,19.56,19.56,1
2024-06-01,9,20.05,20.05,20.05,20.05,1
2024-06-01,10,21.4,21.4,21.4,21.4,1
2024-06-01,11,23.3,23.3,23.3,23.3,1
2024-06-01,12,29.87,29.87,29.87,29.87,1
2024-06-01,13,29.9,29.9,29.9,29.9,1
2024-06-01,14,27.49,27.49,27.49,27.49,1
2024-06-01,15,27.92,27.92,27.92,27.92,1
2024-06-01,16,32.21,32.21,32.21,32.21,1
2024-06-01,17,31.29,31.29,31.29,31.29,1
2024-06-01,18,30.88,30.88,30.88,30.88,1
2024-06-01,19,49.58,49.58,49.58,49.58,1
2024-06-01,20,45.49,45.49,45.49,45.49,1
2024-06-01,21,27.24,27.24,27.24,27.24,1
2024-06-01,22,23.55,23.55,23.55,23.55,1
2024-06-01,23,19.85,19.85,19.85,19.85,1
2024-06-02,0,16.0,16.0,16.0,16.0,1
2024-06-02,1,13.87,13.87,13.87,13.87,1
2024-06-02,2,13.24,13.24,13.24,13.24,1
2024-06-02,3,12.75,12.75,12.75,12.75,1
2024-06-02,4,13.48,13.48,13.48,13.48,1
2024-06-02,5,14.94,14.94,14.94,14.94,1
2024-06-02,6,15.16,15.16,15.16,15.16,1
2024-06-02,7,12.54,12.54,12.54,12.54,1
2024-06-02,8,10.02,10.02,10.02,10.02,1
2024-06-02,9,10.49,10.49,10.49,10.49,1
2024-06-02,10,13.26,13.26,13.26,13.26,1
2024-06-02,11,16.08,16.08,16.08,16.08,1
2024-06-02,12,23.79,23.79,23.79,23.79,1
2024-06-02,13,29.83,29.83,29.83,29.83,1
2024-06-02,14,30.64,30.64,30.64,30.64,1
2024-06-02,15,34.63,34.63,34.63,34.63,1
2024-06-02,16,36.97,36.97,36.97,36.97,1
2024-06-02,17,33.02,33.02,33.02,33.02,1
2024-06-02,18,32.71,32.71,32.71,32.71,1
2024-06-02,19,40.82,40.82,40.82,40.82,1
2024-06-02,20,37.8,37.8,37.8,37.8,1
2024-06-02,21,25.82,25.82,25.82,25.82,1
2024-06-02,22,19.75,19.75,19.75,19.75,1
2024-06-02,23,17.64,17.64,17.64,17.64,1
2024-06-03,0,16.18,16.18,16.18,16.18,1
2024-06-03,1,13.28,13.28,13.28,13.28,1
2024-06-03,2,11.32,11.32,11.32,11.32,1
2024-06-03,3,10.42,10.42,10.42,10.42,1
2024-06-03,4,10.43,10.43,10.43,10.43,1
2024-06-03,5,12.42,12.42,12.42,12.42,1
2024-06-03,6,12.17,12.17,12.17,12.17,1
2024-06-03,7,11.11,11.11,11.11,11.11,1
2024-06-03,8,9.41,9.41,9.41,9.41,1
2024-06-03,9,11.3,11.3,11.3,11.3,1
2024-06-03,10,13.98,13.98,13.98,13.98,1
2024-06-03,11,21.52,21.52,21.52,21.52,1
2024-06-03,12,23.35,23.35,23.35,23.35,1
2024-06-03,13,31.61,31.61,31.61,31.61,1
2024-06-03,14,31.63,31.63,31.63,31.63,1
2024-06-03,15,35.04,35.04,35.04,35.04,1
2024-06-03,16,46.99,46.99,46.99,46.99,1
2024-06-03,17,43.93,43.93,43.93,43.93,1
2024-06-03,18,39.42,39.42,39.42,39.42,1
2024-06-03,19,53.25,53.25,53.25,53.25,1
2024-06-03,20,38.82,38.82,38.82,38.82,1
2024-06-03,21,24.58,24.58,24.58,24.58,1
2024-06-03,22,20.76,20.76,20.76,20.76,1
2024-06-03,23,18.15,18.15,18.15,18.15,1
2024-06-04,0,16.04,16.04,16.04,16.04,1
2024-06-04,1,13.76,13.76,13.76,13.76,1
2024-06-04,2,11.98,11.98,11.98,11.98,1
2024-06-04,3,12.4,12.4,12.4,12.4,1
2024-06-04,4,13.35,13.35,13.35,13.35,1
2024-06-04,5,15.34,15.34,15.34,15.34,1
2024-06-04,6,14.69,14.69,14.69,14.69,1
2024-06-04,7,13.42,13.42,13.42,13.42,1
2024-06-04,8,11.32,11.32,11.32,11.32,1
2024-06-04,9,13.99,13.99,13.99,13.99,1
2024-06-04,10,17.04,17.04,17.04,17.04,1
2024-06-04,11,21.69,21.69,21.69,21.69,1
2024-06-04,12,30.59,30.59,30.59,30.59,1
2024-06-04,13,35.74,35.74,35.74,35.74,1
2024-06-04,14,41.61,41.61,41.61,41.61,1
2024-06-04,15,51.05,51.05,51.05,51.05,1
2024-06-04,16,63.77,63.77,63.77,63.77,1
2024-06-04,17,60.5,60.5,60.5,60.5,1
2024-06-04,18,61.88,61.88,61.88,61.88,1
2024-06-04,19,112.54,112.54,112.54,112.54,1
2024-06-04,20,79.07,79.07,79.07,79.07,1
2024-06-04,21,38.57,38.57,38.57,38.57,1
2024-06-04,22,26.92,26.92,26.92,26.92,1
2024-06-04,23,21.91,21.91,21.91,21.91,1
2024-06-05,0,18.54,18.54,18.54,18.54,1
2024-06-05,1,17.12,17.12,17.12,17.12,1
2024-06-05,2,16.57,16.57,16.57,16.57,1
2024-06-05,3,16.83,16.83,16.83,16.83,1
2024-06-05,4,17.77,17.77,17.77,17.77,1
2024-06-05,5,19.76,19.76,19.76,19.76,1
2024-06-05,6,22.15,22.15,22.15,22.15,1
2024-06-05,7,19.71,19.71,19.71,19.71,1
2024-06-05,8,17.09,17.09,17.09,17.09,1
2024-06-05,9,17.75,17.75,17.75,17.75,1
2024-06-05,10,20.88,20.88,20.88,20.88,1
2024-06-05,11,24.14,24.14,24.14,24.14,1
2024-06-05,12,31.37,31.37,31.37,31.37,1
2024-06-05,13,41.26,41.26,41.26,41.26,1
2024-06-05,14,46.02,46.02,46.02,46.02,1
2024-06-05,15,65.33,65.33,65.33,65.33,1
2024-06-05,16,78.78,78.78,78.78,78.78,1
2024-06-05,17,77.05,77.05,77.05,77.05,1
2024-06-05,18,77.53,77.53,77.53,77.53,1
2024-06-05,19,117.64,117.64,117.64,117.64,1
2024-06-05,20,138.96,138.96,138.96,138.96,1
2024-06-05,21,63.25,63.25,63.25,63.25,1
2024-06-05,22,28.44,28.44,28.44,28.44,1
2024-06-05,23,23.72,23.72,23.72,23.72,1
2024-06-06,0,20.05,20.05,20.05,20.05,1
2024-06-06,1,17.42,17.42,17.42,17.42,1
2024-06-06,2,16.38,16.38,16.38,16.38,1
2024-06-06,3,15.7,15.7,15.7,15.7,1
2024-06-06,4,15.23,15.23,15.23,15.23,1
2024-06-06,5,16.88,16.88,16.88,16.88,1
2024-06-06,6,20.17,20.17,20.17,20.17,1
2024-06-06,7,18.5,18.5,18.5,18.5,1
2024-06-06,8,16.11,16.11,16.11,16.11,1
2024-06-06,9,15.77,15.77,15.77,15.77,1
2024-06-06,10,18.5,18.5,18.5,18.5,1
2024-06-06,11,23.44,23.44,23.44,23.44,1
2024-06-06,12,37.15,37.15,37.15,37.15,1
2024-06-06,13,56.36,56.36,56.36,56.36,1
2024-06-06,14,67.84,67.84,67.84,67.84,1
2024-06-06,15,95.82,95.82,95.82,95.82,1
2024-06-06,16,119.33,119.33,119.33,119.33,1
2024-06-06,17,119.02,119.02,119.02,119.02,1
2024-06-06,18,96.02,96.02,96.02,96.02,1
2024-06-06,19,187.62,187.62,187.62,187.62,1
2024-06-06,20,119.32,119.32,119.32,119.32,1
2024-06-06,21,37.44,37.44,37.44,37.44,1
2024-06-06,22,25.19,25.19,25.19,25.19,1
2024-06-06,23,20.15,20.15,20.15,20.15,1
2024-06-07,0,15.19,15.19,15.19,15.19,1
2024-06-07,1,13.99,13.99,13.99,13.99,1
2024-06-07,2,12.77,12.77,12.77,12.77,1
2024-06-07,3,12.41,12.41,12.41,12.41,1
2024-06-07,4,12.49,12.49,12.49,12.49,1
2024-06-07,5,13.88,13.88,13.88,13.88,1
2024-06-07,6,16.4,16.4,16.4,16.4,1
2024-06-07,7,14.34,14.34,14.34,14.34,1
2024-06-07,8,12.75,12.75,12.75,12.75,1
2024-06-07,9,13.0,13.0,13.0,13.0,1
2024-06-07,10,15.85,15.85,15.85,15.85,1
2024-06-07,11,20.3,20.3,20.3,20.3,1
2024-06-07,12,27.92,27.92,27.92,27.92,1
2024-06-07,13,37.76,37.76,37.76,37.76,1
2024-06-07,14,47.24,47.24,47.24,47.24,1
2024-06-07,15,50.43,50.43,50.43,50.43,1
2024-06-07,16,57.31,57.31,57.31,57.31,1
2024-06-07,17,56.7,56.7,56.7,56.7,1
2024-06-07,18,50.3,50.3,50.3,50.3,1
2024-06-07,19,44.99,44.99,44.99,44.99,1
2024-06-07,20,42.81,42.81,42.81,42.81,1
2024-06-07,21,31.45,31.45,31.45,31.45,1
2024-06-07,22,22.73,22.73,22.73,22.73,1
2024-06-07,23,19.06,19.06,19.06,19.06,1
2024-06-08,0,16.14,16.14,16.14,16.14,1
2024-06-08,1,13.97,13.97,13.97,13.97,1
2024-06-08,2,12.38,12.38,12.38,12.38,1
2024-06-08,3,11.82,11.82,11.82,11.82,1
2024-06-08,4,11.0,11.0,11.0,11.0,1
2024-06-08,5,10.02,10.02,10.02,10.02,1
2024-06-08,6,11.16,11.16,11.16,11.16,1
2024-06-08,7,10.19,10.19,10.19,10.19,1
2024-06-08,8,10.17,10.17,10.17,10.17,1
2024-06-08,9,11.52,11.52,11.52,11.52,1
2024-06-08,10,16.02,16.02,16.02,16.02,1
2024-06-08,11,20.89,20.89,20.89,20.89,1
2024-06-08,12,24.45,24.45,24.45,24.45,1
2024-06-08,13,28.06,28.06,28.06,28.06,1
2024-06-08,14,30.27,30.27,30.27,30.27,1
2024-06-08,15,35.9,35.9,35.9,35.9,1
2024-06-08,16,42.29,42.29,42.29,42.29,1
2024-06-08,17,39.1,39.1,39.1,39.1,1
2024-06-08,18,37.64,37.64,37.64,37.64,1
2024-06-08,19,46.59,46.59,46.59,46.59,1
2024-06-08,20,43.01,43.01,43.01,43.01,1
2024-06-08,21,28.35,28.35,28.35,28.35,1
2024-06-08,22,22.35,22.35,22.35,22.35,1
2024-06-08,23,19.0,19.0,19.0,19.0,1
2024-06-09,0,17.35,17.35,17.35,17.35,1
2024-06-09,1,14.06,14.06,14.06,14.06,1
2024-06-09,2,12.75,12.75,12.75,12.75,1
2024-06-09,3,11.76,11.76,11.76,11.76,1
2024-06-09,4,11.83,11.83,11.83,11.83,1
2024-06-09,5,13.46,13.46,13.46,13.46,1
2024-06-09,6,15.77,15.77,15.77,15.77,1
2024-06-09,7,15.25,15.25,15.25,15.25,1
2024-06-09,8,13.55,13.55,13.55,13.55,1
2024-06-09,9,13.62,13.62,13.62,13.62,1
2024-06-09,10,19.52,19.52,19.52,19.52,1
2024-06-09,11,21.94,21.94,21.94,21.94,1
2024-06-09,12,26.88,26.88,26.88,26.88,1
2024-06-09,13,35.43,35.43,35.43,35.43,1
2024-06-09,14,40.99,40.99,40.99,40.99,1
2024-06-09,15,39.92,39.92,39.92,39.92,1
2024-06-09,16,60.0,60.0,60.0,60.0,1
2024-06-09,17,62.74,62.74,62.74,62.74,1
2024-06-09,18,60.6,60.6,60.6,60.6,1
2024-06-09,19,82.56,82.56,82.56,82.56,1
2024-06-09,20,64.56,64.56,64.56,64.56,1
2024-06-09,21,44.28,44.28,44.28,44.28,1
2024-06-09,22,26.54,26.54,26.54,26.54,1
2024-06-09,23,24.08,24.08,24.08,24.08,1
2024-06-10,0,25.01,25.01,25.01,25.01,1
2024-06-10,1,20.94,20.94,20.94,20.94,1
2024-06-10,2,19.78,19.78,19.78,19.78,1
2024-06-10,3,20.68,20.68,20.68,20.68,1
2024-06-10,4,21.41,21.41,21.41,21.41,1
2024-06-10,5,22.05,22.05,22.05,22.05,1
2024-06-10,6,28.15,28.15,28.15,28.15,1
2024-06-10,7,25.21,25.21,25.21,25.21,1
2024-06-10,8,24.17,24.17,24.17,24.17,1
2024-06-10,9,24.03,24.03,24.03,24.03,1
2024-06-10,10,26.39,26.39,26.39,26.39,1
2024-06-10,11,31.46,31.46,31.46,31.46,1
2024-06-10,12,41.28,41.28,41.28,41.28,1
2024-06-10,13,38.23,38.23,38.23,38.23,1
2024-06-10,14,42.55,42.55,42.55,42.55,1
2024-06-10,15,57.0,57.0,57.0,57.0,1
2024-06-10,16,65.77,65.77,65.77,65.77,1
2024-06-10,17,62.34,62.34,62.34,62.34,1
2024-06-10,18,91.15,91.15,91.15,91.15,1
2024-06-10,19,118.24,118.24,118.24,118.24,1
2024-06-10,20,126.75,126.75,126.75,126.75,1
2024-06-10,21,74.66,74.66,74.66,74.66,1
2024-06-10,22,32.56,32.56,32.56,32.56,1
2024-06-10,23,27.19,27.19,27.19,27.19,1
2024-06-11,0,27.16,27.16,27.16,27.16,1
2024-06-11,1,25.05,25.05,25.05,25.05,1
2024-06-11,2,23.96,23.96,23.96,23.96,1
2024-06-11,3,23.58,23.58,23.58,23.58,1
2024-06-11,4,23.28,23.28,23.28,23.28,1
2024-06-11,5,25.83,25.83,25.83,25.83,1
2024-06-11,6,27.71,27.71,27.71,27.71,1
2024-06-11,7,25.44,25.44,25.44,25.44,1
2024-06-11,8,24.47,24.47,24.47,24.47,1
2024-06-11,9,23.77,23.77,23.77,23.77,1
2024-06-11,10,27.32,27.32,27.32,27.32,1
2024-06-11,11,29.6,29.6,29.6,29.6,1
2024-06-11,12,36.52,36.52,36.52,36.52,1
2024-06-11,13,49.44,49.44,49.44,49.44,1
2024-06-11,14,52.17,52.17,52.17,52.17,1
2024-06-11,15,58.43,58.43,58.43,58.43,1
2024-06-11,16,58.59,58.59,58.59,58.59,1
2024-06-11,17,58.75,58.75,58.75,58.75,1
2024-06-11,18,59.71,59.71,59.71,59.71,1
2024-06-11,19,76.47,76.47,76.47,76.47,1
2024-06-11,20,90.64,90.64,90.64,90.64,1
2024-06-11,21,46.48,46.48,46.48,46.48,1
2024-06-11,22,29.31,29.31,29.31,29.31,1
2024-06-11,23,26.11,26.11,26.11,26.11,1
2024-06-12,0,28.53,28.53,28.53,28.53,1
2024-06-12,1,26.49,26.49,26.49,26.49,1
2024-06-12,2,25.01,25.01,25.01,25.01,1
2024-06-12,3,25.28,25.28,25.28,25.28,1
2024-06-12,4,25.65,25.65,25.65,25.65,1
2024-06-12,5,26.63,26.63,26.63,26.63,1
2024-06-12,6,29.16,29.16,29.16,29.16,1
2024-06-12,7,26.05,26.05,26.05,26.05,1
2024-06-12,8,24.23,24.23,24.23,24.23,1
2024-06-12,9,21.83,21.83,21.83,21.83,1
2024-06-12,10,25.27,25.27,25.27,25.27,1
2024-06-12,11,31.36,31.36,31.36,31.36,1
2024-06-12,12,37.3,37.3,37.3,37.3,1
2024-06-12,13,47.19,47.19,47.19,47.19,1
2024-06-12,14,55.71,55.71,55.71,55.71,1
2024-06-12,15,65.08,65.08,65.08,65.08,1
2024-06-12,16,69.4,69.4,69.4,69.4,1
2024-06-12,17,60.77,60.77,60.77,60.77,1
2024-06-12,18,65.46,65.46,65.46,65.46,1
2024-06-12,19,82.84,82.84,82.84,82.84,1
2024-06-12,20,84.13,84.13,84.13,84.13,1
2024-06-12,21,41.0,41.0,41.0,41.0,1
2024-06-12,22,26.31,26.31,26.31,26.31,1
2024-06-12,23,24.74,24.74,24.74,24.74,1
2024-06-13,0,20.66,20.66,20.66,20.66,1
2024-06-13,1,17.83,17.83,17.83,17.83,1
2024-06-13,2,16.29,16.29,16.29,16.29,1
2024-06-13,3,17.05,17.05,17.05,17.05,1
2024-06-13,4,18.19,18.19,18.19,18.19,1
2024-06-13,5,20.53,20.53,20.53,20.53,1
2024-06-13,6,24.73,24.73,24.73,24.73,1
2024-06-13,7,23.3,23.3,23.3,23.3,1
2024-06-13,8,21.14,21.14,21.14,21.14,1
2024-06-13,9,20.14,20.14,20.14,20.14,1
2024-06-13,10,26.82,26.82,26.82,26.82,1
2024-06-13,11,35.91,35.91,35.91,35.91,1
2024-06-13,12,47.15,47.15,47.15,47.15,1
2024-06-13,13,67.24,67.24,67.24,67.24,1
2024-06-13,14,76.03,76.03,76.03,76.03,1
2024-06-13,15,86.36,86.36,86.36,86.36,1
2024-06-13,16,89.06,89.06,89.06,89.06,1
2024-06-13,17,76.03,76.03,76.03,76.03,1
2024-06-13,18,74.89,74.89,74.89,74.89,1
2024-06-13,19,109.61,109.61,109.61,109.61,1
2024-06-13,20,73.29,73.29,73.29,73.29,1
2024-06-13,21,37.11,37.11,37.11,37.11,1
2024-06-13,22,27.7,27.7,27.7,27.7,1
2024-06-13,23,25.56,25.56,25.56,25.56,1
2024-06-14,0,20.63,20.63,20.63,20.63,1
2024-06-14,1,19.21,19.21,19.21,19.21,1
2024-06-14,2,17.24,17.24,17.24,17.24,1
2024-06-14,3,17.59,17.59,17.59,17.59,1
2024-06-14,4,17.96,17.96,17.96,17.96,1
2024-06-14,5,20.82,20.82,20.82,20.82,1
2024-06-14,6,21.01,21.01,21.01,21.01,1
2024-06-14,7,19.99,19.99,19.99,19.99,1
2024-06-14,8,18.12,18.12,18.12,18.12,1
2024-06-14,9,18.93,18.93,18.93,18.93,1
2024-06-14,10,27.08,27.08,27.08,27.08,1
2024-06-14,11,35.58,35.58,35.58,35.58,1
2024-06-14,12,46.63,46.63,46.63,46.63,1
2024-06-14,13,61.02,61.02,61.02,61.02,1
2024-06-14,14,66.86,66.86,66.86,66.86,1
2024-06-14,15,73.7,73.7,73.7,73.7,1
2024-06-14,16,74.55,74.55,74.55,74.55,1
2024-06-14,17,53.81,53.81,53.81,53.81,1
2024-06-14,18,44.44,44.44,44.44,44.44,1
2024-06-14,19,57.4,57.4,57.4,57.4,1
2024-06-14,20,55.73,55.73,55.73,55.73,1
2024-06-14,21,32.34,32.34,32.34,32.34,1
2024-06-14,22,28.16,28.16,28.16,28.16,1
2024-06-14,23,24.87,24.87,24.87,24.87,1
2024-06-15,0,24.71,24.71,24.71,24.71,1
2024-06-15,1,22.73,22.73,22.73,22.73,1
2024-06-15,2,21.14,21.14,21.14,21.14,1
2024-06-15,3,21.48,21.48,21.48,21.48,1
2024-06-15,4,21.09,21.09,21.09,21.09,1
2024-06-15,5,21.1,21.1,21.1,21.1,1
2024-06-15,6,18.46,18.46,18.46,18.46,1
2024-06-15,7,17.7,17.7,17.7,17.7,1
2024-06-15,8,15.65,15.65,15.65,15.65,1
2024-06-15,9,16.26,16.26,16.26,16.26,1
2024-06-15,10,20.83,20.83,20.83,20.83,1
2024-06-15,11,29.42,29.42,29.42,29.42,1
2024-06-15,12,39.98,39.98,39.98,39.98,1
2024-06-15,13,49.62,49.62,49.62,49.62,1
2024-06-15,14,45.67,45.67,45.67,45.67,1
2024-06-15,15,51.33,51.33,51.33,51.33,1
2024-06-15,16,56.14,56.14,56.14,56.14,1
2024-06-15,17,45.4,45.4,45.4,45.4,1
2024-06-15,18,41.96,41.96,41.96,41.96,1
2024-06-15,19,60.75,60.75,60.75,60.75,1
2024-06-15,20,51.81,51.81,51.81,51.81,1
2024-06-15,21,33.52,33.52,33.52,33.52,1
2024-06-15,22,28.33,28.33,28.33,28.33,1
2024-06-15,23,23.46,23.46,23.46,23.46,1
2024-06-16,0,21.91,21.91,21.91,21.91,1
2024-06-16,1,18.7,18.7,18.7,18.7,1
2024-06-16,2,16.99,16.99,16.99,16.99,1
2024-06-16,3,15.54,15.54,15.54,15.54,1
2024-06-16,4,14.91,14.91,14.91,14.91,1
2024-06-16,5,15.43,15.43,15.43,15.43,1
2024-06-16,6,14.86,14.86,14.86,14.86,1
2024-06-16,7,13.7,13.7,13.7,13.7,1
2024-06-16,8,9.2,9.2,9.2,9.2,1
2024-06-16,9,11.69,11.69,11.69,11.69,1
2024-06-16,10,17.19,17.19,17.19,17.19,1
2024-06-16,11,22.1,22.1,22.1,22.1,1
2024-06-16,12,26.06,26.06,26.06,26.06,1
2024-06-16,13,29.4,29.4,29.4,29.4,1
2024-06-16,14,30.31,30.31,30.31,30.31,1
2024-06-16,15,34.22,34.22,34.22,34.22,1
2024-06-16,16,36.31,36.31,36.31,36.31,1
2024-06-16,17,35.71,35.71,35.71,35.71,1
2024-06-16,18,36.38,36.38,36.38,36.38,1
2024-06-16,19,43.34,43.34,43.34,43.34,1
2024-06-16,20,48.64,48.64,48.64,48.64,1
2024-06-16,21,31.71,31.71,31.71,31.71,1
2024-06-16,22,28.43,28.43,28.43,28.43,1
2024-06-16,23,23.83,23.83,23.83,23.83,1
2024-06-17,0,21.18,21.18,21.18,21.18,1
2024-06-17,1,19.48,19.48,19.48,19.48,1
2024-06-17,2,17.38,17.38,17.38,17.38,1
2024-06-17,3,16.15,16.15,16.15,16.15,1
2024-06-17,4,16.31,16.31,16.31,16.31,1
2024-06-17,5,18.74,18.74,18.74,18.74,1
2024-06-17,6,18.98,18.98,18.98,18.98,1
2024-06-17,7,17.52,17.52,17.52,17.52,1
2024-06-17,8,14.4,14.4,14.4,14.4,1
2024-06-17,9,14.45,14.45,14.45,14.45,1
2024-06-17,10,17.86,17.86,17.86,17.86,1
2024-06-17,11,22.84,22.84,22.84,22.84,1
2024-06-17,12,26.41,26.41,26.41,26.41,1
2024-06-17,13,34.15,34.15,34.15,34.15,1
2024-06-17,14,30.49,30.49,30.49,30.49,1
2024-06-17,15,30.86,30.86,30.86,30.86,1
2024-06-17,16,30.57,30.57,30.57,30.57,1
2024-06-17,17,27.39,27.39,27.39,27.39,1
2024-06-17,18,26.38,26.38,26.38,26.38,1
2024-06-17,19,34.37,34.37,34.37,34.37,1
2024-06-17,20,35.76,35.76,35.76,35.76,1
2024-06-17,21,26.64,26.64,26.64,26.64,1
2024-06-17,22,28.22,28.22,28.22,28.22,1
2024-06-17,23,19.71,19.71,19.71,19.71,1
2024-06-18,0,21.55,21.55,21.55,21.55,1
2024-06-18,1,20.66,20.66,20.66,20.66,1
2024-06-18,2,18.76,18.76,18.76,18.76,1
2024-06-18,3,18.18,18.18,18.18,18.18,1
2024-06-18,4,19.93,19.93,19.93,19.93,1
2024-06-18,5,22.23,22.23,22.23,22.23,1
2024-06-18,6,22.65,22.65,22.65,22.65,1
2024-06-18,7,20.63,20.63,20.63,20.63,1
2024-06-18,8,18.1,18.1,18.1,18.1,1
2024-06-18,9,17.46,17.46,17.46,17.46,1
2024-06-18,10,19.37,19.37,19.37,19.37,1
2024-06-18,11,22.98,22.98,22.98,22.98,1
2024-06-18,12,26.3,26.3,26.3,26.3,1
2024-06-18,13,29.83,29.83,29.83,29.83,1
2024-06-18,14,33.15,33.15,33.15,33.15,1
2024-06-18,15,35.31,35.31,35.31,35.31,1
2024-06-18,16,34.16,34.16,34.16,34.16,1
2024-06-18,17,32.71,32.71,32.71,32.71,1
2024-06-18,18,30.48,30.48,30.48,30.48,1
2024-06-18,19,36.27,36.27,36.27,36.27,1
2024-06-18,20,35.76,35.76,35.76,35.76,1
2024-06-18,21,28.28,28.28,28.28,28.28,1
2024-06-18,22,28.63,28.63,28.63,28.63,1
2024-06-18,23,22.51,22.51,22.51,22.51,1
2024-06-19,0,23.18,23.18,23.18,23.18,1
2024-06-19,1,18.58,18.58,18.58,18.58,1
2024-06-19,2,17.31,17.31,17.31,17.31,1
2024-06-19,3,16.8,16.8,16.8,16.8,1
2024-06-19,4,17.63,17.63,17.63,17.63,1
2024-06-19,5,20.26,20.26,20.26,20.26,1
2024-06-19,6,24.03,24.03,24.03,24.03,1
2024-06-19,7,23.2,23.2,23.2,23.2,1
2024-06-19,8,20.97,20.97,20.97,20.97,1
2024-06-19,9,20.88,20.88,20.88,20.88,1
2024-06-19,10,25.66,25.66,25.66,25.66,1
2024-06-19,11,28.23,28.23,28.23,28.23,1
2024-06-19,12,31.35,31.35,31.35,31.35,1
2024-06-19,13,28.79,28.79,28.79,28.79,1
2024-06-19,14,28.02,28.02,28.02,28.02,1
2024-06-19,15,23.53,23.53,23.53,23.53,1
2024-06-19,16,24.05,24.05,24.05,24.05,1
2024-06-19,17,24.13,24.13,24.13,24.13,1
2024-06-19,18,23.3,23.3,23.3,23.3,1
2024-06-19,19,27.53,27.53,27.53,27.53,1
2024-06-19,20,31.61,31.61,31.61,31.61,1
2024-06-19,21,26.06,26.06,26.06,26.06,1
2024-06-19,22,28.14,28.14,28.14,28.14,1
2024-06-19,23,23.21,23.21,23.21,23.21,1
2024-06-20,0,20.43,20.43,20.43,20.43,1
2024-06-20,1,18.47,18.47,18.47,18.47,1
2024-06-20,2,18.85,18.85,18.85,18.85,1
2024-06-20,3,19.08,19.08,19.08,19.08,1
2024-06-20,4,20.04,20.04,20.04,20.04,1
2024-06-20,5,23.14,23.14,23.14,23.14,1
2024-06-20,6,23.58,23.58,23.58,23.58,1
2024-06-20,7,22.84,22.84,22.84,22.84,1
2024-06-20,8,21.07,21.07,21.07,21.07,1
2024-06-20,9,22.8,22.8,22.8,22.8,1
2024-06-20,10,24.71,24.71,24.71,24.71,1
2024-06-20,11,28.28,28.28,28.28,28.28,1
2024-06-20,12,29.77,29.77,29.77,29.77,1
2024-06-20,13,34.68,34.68,34.68,34.68,1
2024-06-20,14,34.41,34.41,34.41,34.41,1
2024-06-20,15,35.1,35.1,35.1,35.1,1
2024-06-20,16,37.32,37.32,37.32,37.32,1
2024-06-20,17,38.8,38.8,38.8,38.8,1
2024-06-20,18,32.68,32.68,32.68,32.68,1
2024-06-20,19,51.9,51.9,51.9,51.9,1
2024-06-20,20,60.54,60.54,60.54,60.54,1
2024-06-20,21,44.02,44.02,44.02,44.02,1
2024-06-20,22,33.06,33.06,33.06,33.06,1
2024-06-20,23,26.8,26.8,26.8,26.8,1
2024-06-21,0,25.43,25.43,25.43,25.43,1
2024-06-21,1,23.57,23.57,23.57,23.57,1
2024-06-21,2,23.19,23.19,23.19,23.19,1
2024-06-21,3,23.66,23.66,23.66,23.66,1
2024-06-21,4,24.16,24.16,24.16,24.16,1
2024-06-21,5,27.41,27.41,27.41,27.41,1
2024-06-21,6,30.39,30.39,30.39,30.39,1
2024-06-21,7,26.95,26.95,26.95,26.95,1
2024-06-21,8,22.72,22.72,22.72,22.72,1
2024-06-21,9,21.45,21.45,21.45,21.45,1
2024-06-21,10,23.4,23.4,23.4,23.4,1
2024-06-21,11,23.51,23.51,23.51,23.51,1
2024-06-21,12,27.97,27.97,27.97,27.97,1
2024-06-21,13,31.76,31.76,31.76,31.76,1
2024-06-21,14,35.57,35.57,35.57,35.57,1
2024-06-21,15,40.2,40.2,40.2,40.2,1
2024-06-21,16,40.76,40.76,40.76,40.76,1
2024-06-21,17,38.32,38.32,38.32,38.32,1
2024-06-21,18,37.07,37.07,37.07,37.07,1
2024-06-21,19,61.5,61.5,61.5,61.5,1
2024-06-21,20,57.79,57.79,57.79,57.79,1
2024-06-21,21,36.53,36.53,36.53,36.53,1
2024-06-21,22,27.62,27.62,27.62,27.62,1
2024-06-21,23,22.85,22.85,22.85,22.85,1
2024-06-22,0,19.74,19.74,19.74,19.74,1
2024-06-22,1,18.01,18.01,18.01,18.01,1
2024-06-22,2,17.37,17.37,17.37,17.37,1
2024-06-22,3,16.94,16.94,16.94,16.94,1
2024-06-22,4,16.93,16.93,16.93,16.93,1
2024-06-22,5,17.15,17.15,17.15,17.15,1
2024-06-22,6,18.58,18.58,18.58,18.58,1
2024-06-22,7,17.67,17.67,17.67,17.67,1
2024-06-22,8,16.17,16.17,16.17,16.17,1
2024-06-22,9,15.18,15.18,15.18,15.18,1
2024-06-22,10,17.13,17.13,17.13,17.13,1
2024-06-22,11,20.27,20.27,20.27,20.27,1
2024-06-22,12,24.33,24.33,24.33,24.33,1
